outcome,marker1,marker2,anomaly_type,n11_d,n11_v,p00_d,p10_d,p01_d,p11_d,p00_v,p10_v,p01_v,p11_v,or_d,or_l_d,or_u_d,or_v,or_l_v,or_u_v,beta1_d,beta2_d,beta3_d,p3_d,beta1_v,beta2_v,beta3_v,p3_v,beta_med_int_d,p_med_int_d,beta_med_int_v,p_med_int_v
statin_associated_diabetes,LBDHDD,LBXSCA,High-High,26,29,0.43519695044472684,0.21935483870967742,0.41721854304635764,0.46153846153846156,0.3306719893546241,0.3063063063063063,0.39069767441860465,0.27586206896551724,1.1186146532860484,0.4103576879985718,3.049287924028418,0.7998363912586186,0.2789959126931552,2.2930022400909,-0.9272666899757571,0.0006348004487472043,1.1881174306385796,0.012045502200594494,-0.12587678360590127,0.24239387320634556,-0.41574130281226407,0.3941210314058583,0.6204879005784432,0.34722799307260466,0.12844720596286172,0.8252118760513674
statin_associated_diabetes,LBDHDD,LBXSCR,Low-High,27,36,0.3782747603833866,0.632258064516129,0.5471698113207547,0.6296296296296297,0.31066666666666665,0.3815028901734104,0.5066666666666667,0.4166666666666667,2.738396624472574,0.992911789026164,7.552348713955282,1.5987188115356812,0.6695954688507627,3.8170835336517372,0.9275544826247777,0.7276144958694675,-0.5982974385097474,0.1984797863855069,0.30554907107597945,0.9103798009423104,-0.6334823956455836,0.12398109364362721,-0.8191726600473905,0.13275957452481627,-1.5046568249922243,0.002588904122952978
statin_associated_diabetes,LBDHDD,LBXSUA,High-Low,31,20,0.43431803896920174,0.24,0.42857142857142855,0.3225806451612903,0.3358302122347066,0.2916666666666667,0.3706896551724138,0.35,0.6359784089189325,0.23903311382475886,1.6921025298092502,1.0982152068503044,0.33710597928331437,3.577737313118474,-0.8127552012150948,-0.004611484514446292,0.47741961214838097,0.30718996960703826,-0.21412104496850864,0.10485119961594618,0.07075106856079066,0.8974562904956132,0.04966729385029427,0.9211892522164998,0.5736111997314899,0.33119231091632095
statin_associated_diabetes,LBDHDD,LBXSUA,Low-High,20,40,0.38846153846153847,0.6419753086419753,0.44785276073619634,0.55,0.3212121212121212,0.3609467455621302,0.39634146341463417,0.5,1.9051069553521065,0.6109451700326948,5.940684515333419,2.1120418848167537,0.9327876916832301,4.782139561866285,0.9380286743822404,0.2255981748379661,-0.6190709578298657,0.2227148792583452,0.1850360420847445,0.36682841350146833,0.2479073898148527,0.5290493042171278,-0.1551939353839152,0.7797817699183878,-0.08178742770025103,0.8440644596687599
statin_associated_diabetes,LBDHDD,LBXTC,High-High,32,38,0.4415501905972046,0.2733333333333333,0.35443037974683544,0.15625,0.34502923976608185,0.32038834951456313,0.2962962962962963,0.23684210526315788,0.25291157440690154,0.07539288024040978,0.8484125326557499,0.6110464467369293,0.23144537261382672,1.613243573864052,-0.6690550754983671,-0.4437048185823155,-0.2605847669375569,0.6358797004689944,-0.14025010391872503,-0.32193949362003565,-0.12943453695851417,0.7826320968283633,-0.414930628160007,0.4672044266003753,0.5238242255509914,0.2716184251195236
statin_associated_diabetes,LBDHDD,LBXTC,Low-Low,37,30,0.37285986049461,0.6275862068965518,0.6064516129032258,0.6486486486486487,0.3239171374764595,0.37777777777777777,0.48484848484848486,0.43333333333333335,3.0514176028194724,1.2613989218518116,7.381605632837543,1.609320979117688,0.6266019109265144,4.133268617069458,0.935791754798021,0.962495962168053,-0.7440346743755162,0.0795283692537767,0.24756144188069443,0.7502773837584316,-0.43008316303989896,0.3635592191510324,-0.7725344416054214,0.18963499063810674,-0.577098646272067,0.29322153167678655
statin_associated_diabetes,LBDHDD,LBXTR,Low-High,31,38,0.40328697850821743,0.5769230769230769,0.45901639344262296,0.7741935483870968,0.32737276478679506,0.3333333333333333,0.4,0.5,4.830985915492957,1.6225218964925847,14.384043115930911,2.052410901467505,0.877503820392379,4.800424124169707,0.576107627779866,0.14809006139735664,0.755651691830383,0.193150625518843,0.029283225374176616,0.2896796127998881,0.38877006135332,0.441792815731026,1.4788130036479965,0.009686450189394765,0.07374169858624993,0.8588472930011344
statin_associated_diabetes,LBDHDD,LBXWBCSI,High-Low,32,23,0.4427672955974843,0.28,0.3382352941176471,0.125,0.34726688102893893,0.2711864406779661,0.26380368098159507,0.43478260869565216,0.198685144372642,0.05344078188426521,0.7386828037035257,1.4613012642614862,0.5018416167164731,4.255130132299613,-0.6320168448633836,-0.4557597112392947,-0.5321032536632812,0.37249151047341145,-0.3809403054507511,-0.3959403266554577,1.10809923982959,0.028167223571644424,-1.3703033442050607,0.026905034163943076,1.546346289748677,0.013721301963170549
statin_associated_diabetes,LBDHDD,LBXWBCSI,Low-High,26,42,0.38515674984005116,0.6258064516129033,0.4817073170731707,0.6923076923076923,0.32266492488569565,0.39759036144578314,0.425,0.3333333333333333,3.473321942885038,1.184522207410754,10.184667913738236,1.0674436343639686,0.4595443504344321,2.47949063342197,0.8755805069481332,0.3824345889111826,-0.08674305984570471,0.8585012097704579,0.3573039032711688,0.43054119076170805,-0.7599000638559037,0.06561250654756749,0.12216920004792751,0.8116220187632259,-0.4608975016290689,0.2672210729394666
statin_associated_diabetes,LBDHDD,LBXSASSI,Low-High,33,32,0.39260675589547483,0.6351351351351351,0.4090909090909091,0.6363636363636364,0.32582688247712877,0.3672316384180791,0.34649122807017546,0.5,2.6602108678021086,1.053945224335311,6.714506311877363,2.0679611650485437,0.8335604267909802,5.130357971301913,0.8842899169636081,0.05585480098197854,-0.03747506637237434,0.9316178188624362,0.20654288351458555,0.10065818025009021,0.4043157359205726,0.33099281250024315,-0.006946290820990546,0.9873579834606921,0.8380833822606898,0.058245658813492286
