outcome_var,outcome_name,marker1_var,marker1_name,marker2_var,marker2_name,combination_type,n_samples,n_cases,beta_comp,p_comp,aic_comp,beta_A,p_A,aic_A,beta_B,p_B,aic_B,p_gain,aic_gain,p_comp_fdr,p_comp_bonferroni,survives_fdr,survives_bonferroni
high_cholesterol_binary,High Cholesterol,LBXPLTSI,Platelet Count (10^3/uL),LBXIN,Insulin (uIU/mL),Difference,2581,864.0,-0.2107997569342312,1.2960690360383292e-06,3270.386348798127,-0.1710057975828644,7.946226750903793e-05,3278.710859482082,0.138092396908863,0.0019383560390595,3283.9468946843385,61.31021211025055,8.32451068395494,6.091186070154027e-06,0.006998772794606978,True,True
high_cholesterol_binary,High Cholesterol,LBXSNASI,Sodium (mmol/L),LBXPLTSI,Platelet Count (10^3/uL),Ratio,5386,1762.0,0.2913944727898885,9.773937462585966e-10,6773.292509864106,0.0431037433054359,0.1388137666109817,6811.194217851138,-0.1674820402430403,2.7137147603295174e-08,6781.611368671463,27.764805849407686,8.318858807357174,6.122884257304433e-09,5.277926229796421e-06,True,True
heart_attack_binary,Heart Attack,LBXSCA,Calcium (mg/dL),LBXTR,Triglycerides (mg/dL),Ratio,2375,126.0,-0.4027729717172209,0.0007590623847889,975.820369016081,0.2037468283789299,0.0239192454441382,984.1388106875002,0.0684176766936646,0.3000011639197451,988.3092361840592,31.511567327615005,8.318441671419123,0.0026376685185714667,1.0,True,False
liver_condition_binary,Liver Condition,LBDHDD,HDL Cholesterol (mg/dL),LBXTR,Triglycerides (mg/dL),Ratio,2384,132.0,-0.3656769007516783,0.0029154497336215,1013.770655643327,-0.0988107389083815,0.2981050742695065,1023.373205956889,0.1013260133098493,0.0813211208813388,1022.0713071524082,27.893165141394395,8.300651509081149,0.009478283300154185,1.0,True,False
thyroid_binary,Thyroid Problem,LBXSKSI,Potassium (mmol/L),LBXTR,Triglycerides (mg/dL),Ratio,2376,307.0,-0.2284679247139303,0.0014738585340373,1821.736208677928,-0.0006899100608465,0.9910024378164336,1832.9487209459387,0.0942462439221532,0.0732492891504602,1830.0101322103983,49.6989958390415,8.273923532470235,0.0049495249277372024,1.0,True,False
hypertension_binary,Hypertension,LBDLDL,LDL Cholesterol (mg/dL),LBXSATSI,ALT Liver Enzyme (U/L),Ratio,2572,917.0,-0.1472155231974262,0.0006209986383148,3342.676090189745,-0.0630767259462348,0.129106460382564,3352.465060169703,0.07978610132285,0.0531857939766865,3350.947600287798,85.64558872627384,8.271510098053113,0.002186044750260704,1.0,True,False
stroke_binary,Stroke,LBXSATSI,ALT Liver Enzyme (U/L),LBXTR,Triglycerides (mg/dL),Ratio,2380,113.0,-0.6103212281078704,0.0004272862284984,896.1347352502773,-0.3901869438672736,0.0092127192968183,904.3965799961388,0.0614209634636422,0.4507887870055049,912.7676697845518,21.56100216286642,8.261844745861367,0.0015351601023894613,1.0,True,False
stroke_binary,Stroke,LBXSCA,Calcium (mg/dL),LBXSAL,Albumin (g/dL),Ratio,4906,239.0,0.4075752430830275,5.184275774669447e-15,1860.5964615433415,-0.014257714216364,0.8298872765051626,1914.51374541527,-0.4221016062762147,3.76377990236661e-12,1868.849373181408,725.999168631532,8.252911638066053,5.292077350324199e-14,2.7995089183215012e-11,True,True
stroke_binary,Stroke,systolic_bp,Systolic BP (mmHg),LBXHGB,Hemoglobin (g/dL),Ratio,4783,227.0,0.4732079485926578,9.030749281844066e-21,1754.0840173337324,0.4912924790799186,3.61333312956585e-18,1762.284136530729,-0.2748795279751547,1.6354616696150902e-05,1813.0056074354727,400.1144331213249,8.200119196996638,1.369832756234774e-19,4.876604612195796e-17,True,True
diabetes_binary,Diabetes,LBXPLTSI,Platelet Count (10^3/uL),LBXSATSI,ALT Liver Enzyme (U/L),Ratio,5895,799.0,-0.2205365263126219,6.151683305535882e-07,4654.803079625943,-0.1717802847375556,1.743121457026997e-05,4662.975312509113,0.0707281888745488,0.0349276874733267,4677.910769045799,28.33568261646966,8.172232883170182,3.0008211246516497e-06,0.0033219089849893762,True,True
liver_condition_binary,Liver Condition,BMXWAIST,Waist Circumference (cm),LBXPLTSI,Platelet Count (10^3/uL),Difference,4749,256.0,0.3473536686926879,8.839695221395328e-07,1971.659601450868,0.2200318007689668,0.0003493239141592,1984.7994861069344,-0.2869345639959578,5.05137321530321e-05,1979.8114345507347,57.14420111540747,8.151833099866963,4.2392854525341716e-06,0.004773435419553477,True,True
liver_condition_binary,Liver Condition,LBXPLTSI,Platelet Count (10^3/uL),BMXWAIST,Waist Circumference (cm),Difference,4749,256.0,-0.3473536686926879,8.839695221395328e-07,1971.659601450868,-0.2869345639959578,5.05137321530321e-05,1979.8114345507347,0.2200318007689668,0.0003493239141592,1984.7994861069344,57.14420111540747,8.151833099866963,4.2392854525341716e-06,0.004773435419553477,True,True
stroke_binary,Stroke,LBXSNASI,Sodium (mmol/L),LBXTC,Total Cholesterol (mg/dL),Ratio,4905,238.0,0.2834004828937796,1.8606262326362288e-06,1887.33458623518,0.1153033110451905,0.0864904540649001,1905.5517106686,-0.2516949934064796,0.0004101158557164,1895.451278407438,220.41818422359836,8.116692172258126,8.550963111689902e-06,0.010047381656235635,True,True
heart_attack_binary,Heart Attack,diastolic_bp,Diastolic BP (mmHg),LBXSKSI,Potassium (mmol/L),Ratio,4671,228.0,-0.3824433045603238,2.775332869419048e-09,1791.9744572440518,-0.2840364070443708,3.0134816443338914e-06,1805.5671476334808,0.3285443474443926,2.1976294321331962e-07,1800.050241790812,79.18435501371836,8.075784546760133,1.676375558709492e-08,1.4986797494862859e-05,True,True
hypertension_binary,Hypertension,LBXGLU,Fasting Glucose (mg/dL),LBXSAL,Albumin (g/dL),Ratio,2599,931.0,0.5271388331210964,3.0770780461008017e-23,3263.6429537793774,0.4958212376753969,2.3517134427011816e-22,3271.718705220017,-0.1971036758471006,1.7888752872752912e-06,3371.9951462355643,7.642683765142764,8.075751440640033,5.377417944642178e-22,1.661622144894433e-19,True,True
high_cholesterol_binary,High Cholesterol,LBDHDD,HDL Cholesterol (mg/dL),LBXSAPSI,Alkaline Phosphatase (U/L),Difference,5383,1761.0,-0.146959754163067,4.426967572821978e-07,6783.672196876922,-0.1257855834794326,3.047069485553214e-05,6791.694078219882,0.1066516222039735,0.0002063610330524,6795.6859743564055,68.82972227444743,8.021881342960114,2.1972081703344375e-06,0.002390562489323868,True,True
high_cholesterol_binary,High Cholesterol,LBXSAPSI,Alkaline Phosphatase (U/L),LBDHDD,HDL Cholesterol (mg/dL),Difference,5383,1761.0,0.146959754163067,4.426967572821978e-07,6783.672196876922,0.1066516222039735,0.0002063610330524,6795.6859743564055,-0.1257855834794326,3.047069485553214e-05,6791.694078219882,68.82972227444743,8.021881342960114,2.1972081703344375e-06,0.002390562489323868,True,True
thyroid_binary,Thyroid Problem,LBXSATSI,ALT Liver Enzyme (U/L),BMXWAIST,Waist Circumference (cm),Ratio,4646,557.0,-0.3289711385448568,1.0792889896112414e-06,3380.9514917183933,-0.270126147896115,2.131908765127125e-05,3388.966369874015,0.1068662303667565,0.0160096427140589,3405.657040790379,19.752900156009524,8.014878155621773,5.125910768602202e-06,0.005828160543900704,True,True
stroke_binary,Stroke,BMXBMI,Body Mass Index (kg/m2),BMXWAIST,Waist Circumference (cm),Ratio,4919,223.0,-0.348154205285551,7.36319789018152e-06,1797.7715113186855,0.0388986229268324,0.5630998462962202,1819.189064198653,0.2456763028019859,0.0001682525603701,1805.7791014976744,22.85047378592776,8.007590178988721,3.235253751585045e-05,0.039761268606980205,True,True
stroke_binary,Stroke,LBXPLTSI,Platelet Count (10^3/uL),LBXTR,Triglycerides (mg/dL),Ratio,2390,113.0,-0.4056052292503828,0.0019398621076106,902.7448975519346,-0.1901801823288371,0.0667593052778621,910.7242240995738,0.0429230275256052,0.5821346222762118,913.9834292096411,34.41445915972354,7.979326547639175,0.0064147307906290505,1.0,True,False
liver_condition_binary,Liver Condition,systolic_bp,Systolic BP (mmHg),LBXPLTSI,Platelet Count (10^3/uL),Difference,4775,261.0,0.3497982395017173,3.618095827159938e-07,2001.5683066339095,0.2167981373026575,0.0001862147158832,2015.5663446278445,-0.2969059112529878,2.093755575626431e-05,2009.5450305365664,57.86899174724032,7.976723902656431,1.805704017251725e-06,0.0019537717466663663,True,True
liver_condition_binary,Liver Condition,LBXPLTSI,Platelet Count (10^3/uL),systolic_bp,Systolic BP (mmHg),Difference,4775,261.0,-0.3497982395017173,3.618095827159938e-07,2001.5683066339095,-0.2969059112529878,2.093755575626431e-05,2009.5450305365664,0.2167981373026575,0.0001862147158832,2015.5663446278445,57.86899174724032,7.976723902656431,1.805704017251725e-06,0.0019537717466663663,True,True
diabetes_binary,Diabetes,LBXTR,Triglycerides (mg/dL),LBXSASSI,AST Liver Enzyme (U/L),Ratio,2812,410.0,0.4446197039215152,1.7167765271070031e-19,2251.1630396670994,0.4402892343473596,3.93211411382645e-17,2259.121329016387,0.0182884826461624,0.7199663138471555,2339.863271367113,229.04053333328048,7.958289349287497,2.4142169912442233e-18,9.270593246377817e-16,True,True
stroke_binary,Stroke,LBDLDL,LDL Cholesterol (mg/dL),LBXTR,Triglycerides (mg/dL),Ratio,2365,111.0,-0.4552467568905714,0.0002650115307375,884.1337485671272,-0.286885349533942,0.0068767459421673,892.0830468253316,0.1031588131182175,0.2545867829122539,898.5667760558895,25.948855595186323,7.949298258204408,0.0009748380558463897,1.0,True,False
high_cholesterol_binary,High Cholesterol,LBXSKSI,Potassium (mmol/L),LBXIN,Insulin (uIU/mL),Ratio,2576,861.0,-0.2206652578506867,7.862048073164591e-05,3267.5962015938567,0.1158743198854839,0.005542278331418,3278.838440824194,0.1397339518331248,0.001769416174315,3275.536666551483,22.5057918477317,7.940464957626318,0.0003043373447676616,0.42455059595088795,True,False
diabetes_binary,Diabetes,LBDHDD,HDL Cholesterol (mg/dL),LBXSUA,Uric Acid (mg/dL),Difference,5891,799.0,-0.4804805063455264,2.4621885130248174e-25,4558.123196552102,-0.4668397404527026,9.519546953671512e-24,4566.050428874847,0.2476827012627935,1.376841750707888e-11,4636.056794976048,38.66294925556564,7.927232322745112,4.714829067494331e-24,1.3295817970334014e-21,True,True
diabetes_binary,Diabetes,LBXSUA,Uric Acid (mg/dL),LBDHDD,HDL Cholesterol (mg/dL),Difference,5891,799.0,0.4804805063455264,2.4621885130248174e-25,4558.123196552102,0.2476827012627935,1.376841750707888e-11,4636.056794976048,-0.4668397404527026,9.519546953671512e-24,4566.050428874847,38.66294925556564,7.927232322745112,4.714829067494331e-24,1.3295817970334014e-21,True,True
liver_condition_binary,Liver Condition,LBXSCR,Creatinine Kidney (mg/dL),LBXTR,Triglycerides (mg/dL),Ratio,2375,132.0,-0.375216335085267,0.0034839176577047,1013.2001116565684,-0.0619534448668424,0.608160639421333,1023.1538622860776,0.1007978989694868,0.0835834260141806,1021.0791208471394,23.99121742425067,7.879009190570969,0.011178345425790482,1.0,True,False
diabetes_binary,Diabetes,LBXTC,Total Cholesterol (mg/dL),LBDLDL,LDL Cholesterol (mg/dL),Ratio,2806,403.0,0.3301167772438675,1.5648885169817768e-12,2263.65089765448,-0.2838179183253873,1.189394542625617e-06,2288.260431846995,-0.3754052628781449,5.421583435159036e-10,2271.5250396991323,346.4517361029476,7.874142044652672,1.2519108135854214e-11,8.450397991701594e-09,True,True
liver_condition_binary,Liver Condition,LBXSKSI,Potassium (mmol/L),LBXTR,Triglycerides (mg/dL),Ratio,2374,132.0,-0.3846184022012511,0.0010565171758927,1010.700516015162,0.0304112022789972,0.7331971017743414,1023.2404963516818,0.1539857308395641,0.0155954458093171,1018.562341123106,14.761185303154052,7.861825107944014,0.003613168302609614,1.0,True,False
thyroid_binary,Thyroid Problem,LBXSNASI,Sodium (mmol/L),LBXTR,Triglycerides (mg/dL),Ratio,2378,307.0,-0.2161171179151301,0.0021940011377977,1823.215160201992,0.0962500575279612,0.117266945092056,1831.0401016885723,0.0590656001654173,0.2446390504248469,1832.2810370727857,53.44889894166853,7.824941486580428,0.0072153508794808655,1.0,True,False
stroke_binary,Stroke,LBXSNASI,Sodium (mmol/L),LBDLDL,LDL Cholesterol (mg/dL),Ratio,2357,111.0,0.2952107517955208,1.5609100092010624e-05,883.5474258833377,0.1385313024167326,0.1566790732382904,897.0214171424693,-0.2880571306929457,0.0067109354200379,891.2613700361511,429.93736861697033,7.713944152813383,6.549272765878584e-05,0.08428914049685737,True,False
high_cholesterol_binary,High Cholesterol,LBDHDD,HDL Cholesterol (mg/dL),LBXIN,Insulin (uIU/mL),Ratio,2579,863.0,-0.2076411308751561,9.071556787203454e-05,3273.677549101376,-0.0745550469825836,0.0802754900848859,3288.6354908988096,0.1350693189099206,0.002343212822002,3281.373701532091,25.83032743957945,7.696152430715301,0.00035015301394495106,0.4898640665089865,True,False
stroke_binary,Stroke,LBXTC,Total Cholesterol (mg/dL),LBDLDL,LDL Cholesterol (mg/dL),Ratio,2365,111.0,0.286877290212055,1.3036717660428556e-05,884.3888401835071,-0.1764540562064455,0.0850831046985699,896.7369929969899,-0.286885349533942,0.0068767459421673,892.0830468253316,527.4905939737379,7.694206641824508,5.499865262993297e-05,0.07039827536631421,True,False
heart_attack_binary,Heart Attack,LBXSATSI,ALT Liver Enzyme (U/L),LBXTR,Triglycerides (mg/dL),Ratio,2376,126.0,-0.3766044723232961,0.0074066998626871,980.0555450601177,-0.0982542978715669,0.3492252082154045,988.3347172285264,0.095869661352184,0.1744020861638693,987.7345885528188,23.54653076229758,7.679043492701339,0.022647893124864295,1.0,True,False
high_cholesterol_binary,High Cholesterol,LBXWBCSI,WBC Count (10^3/uL),LBXIN,Insulin (uIU/mL),Ratio,2581,864.0,-0.2020494932187817,5.83861721941204e-05,3276.2969340801837,0.0761027895465954,0.0648296525343074,3291.344772679424,0.138092396908863,0.0019383560390595,3283.9468946843385,33.19888881591653,7.64996060415524,0.00022830219395238965,0.31528532984825014,True,False
hypertension_binary,Hypertension,LBDHDD,HDL Cholesterol (mg/dL),LBXIN,Insulin (uIU/mL),Ratio,2596,929.0,-0.2677761860453306,8.683660577725679e-07,3360.828455978779,-0.0245444440995128,0.5510775011268447,3389.7407616710525,0.2083575720135501,3.002723919100768e-05,3368.4664582130818,34.579010685919805,7.638002234302803,4.179301882327867e-06,0.004689176711971867,True,True
diabetes_binary,Diabetes,LBXWBCSI,WBC Count (10^3/uL),LBXSASSI,AST Liver Enzyme (U/L),Ratio,5875,799.0,0.131535814050642,0.0115136407633012,4666.328734094652,0.0437699740810122,0.1675187760089788,4673.924378990797,0.002248562280782,0.9526321877295232,4676.211756138368,14.549592040680192,7.5956448961451315,0.03442616839525276,1.0,True,False
heart_attack_binary,Heart Attack,LBXSCA,Calcium (mg/dL),LBXGLU,Fasting Glucose (mg/dL),Ratio,2377,126.0,-0.4602252634056367,2.181164051471316e-09,957.0061335286692,0.203483980089489,0.024105947870952,984.369916272846,0.3245458958744395,2.1815679692241552e-08,964.6017145688224,10.001851844901651,7.595581040153206,1.3278789039396963e-08,1.1778285877945107e-05,True,True
stroke_binary,Stroke,LBXGH,"Glycohemoglobin (HbA1c, %)",LBDLDL,LDL Cholesterol (mg/dL),Ratio,2363,111.0,0.2796700843575698,6.616952413870872e-05,883.8785413478972,0.2240505875461578,0.0016865644058819,891.4497874875069,-0.2878257216188089,0.0067049376636128,891.8419774931408,25.48853762868904,7.571246139609684,0.0002578033408001639,0.3573154303490271,True,False
heart_attack_binary,Heart Attack,LBXSASSI,AST Liver Enzyme (U/L),LBXHSCRP,hs-CRP Inflammation (mg/L),Ratio,4879,243.0,-0.2425947250069366,0.0108578261898491,1927.452295079525,0.020268490493327,0.7439110685571485,1935.4108202003472,0.0416018590897476,0.4602278571469451,1935.021316900932,42.38674013562747,7.56902182140675,0.03251927976993074,1.0,True,False
high_cholesterol_binary,High Cholesterol,LBXSKSI,Potassium (mmol/L),BMXBMI,Body Mass Index (kg/m2),Ratio,5300,1729.0,-0.2329268195998592,1.7405532934414958e-14,6637.0525667868005,0.1331860472659484,5.38349324233264e-06,6676.882085738371,0.210231902389773,3.531751422231079e-13,6644.6130872784015,20.29096974817674,7.5605204916009825,1.7058054055506492e-13,9.398987784584078e-11,True,True
liver_condition_binary,Liver Condition,BMXWAIST,Waist Circumference (cm),LBXTR,Triglycerides (mg/dL),Ratio,2262,126.0,-0.340177029693435,0.002931800428151,966.404227536532,0.1301130620703341,0.1441340084128277,974.4595438555295,0.1068442907537447,0.0680067888595833,973.8847202100924,23.19625449487806,7.480492673560434,0.009525705362223465,1.0,True,False
thyroid_binary,Thyroid Problem,LBXSASSI,AST Liver Enzyme (U/L),LBDHDD,HDL Cholesterol (mg/dL),Ratio,4884,597.0,-0.2275158962512422,0.0004198631359841,3616.0157173261778,-0.1228843714047152,0.0303859035135296,3625.8563654067,0.1182866171227545,0.0041601970180074,3623.4872912781657,9.908459832406075,7.471573951987921,0.0015094946300360451,1.0,True,False
arthritis_binary,Arthritis,LBXPLTSI,Platelet Count (10^3/uL),LBXIN,Insulin (uIU/mL),Ratio,2378,753.0,-0.2076123559534785,0.0001395394819672,2956.522590486388,-0.05822952000194,0.1915423257650117,2971.5491200309502,0.1334091771541188,0.0037987602070133,2963.9576455909946,27.223551022680468,7.435055104607272,0.0005280400859305396,0.75351320262288,True,False
hypertension_binary,Hypertension,LBXSAPSI,Alkaline Phosphatase (U/L),LBDLDL,LDL Cholesterol (mg/dL),Ratio,2572,917.0,0.2620100313049855,8.534781717191968e-10,3314.625381281701,0.2343033713467625,1.7813518025499154e-08,3322.043465513537,-0.0630767259462348,0.129106460382564,3352.465060169703,20.871673835098367,7.418084231836019,5.3903884529633484e-09,4.608782127283663e-06,True,True
thyroid_binary,Thyroid Problem,LBXSUA,Uric Acid (mg/dL),LBXSBU,BUN Kidney (mg/dL),Difference,4900,598.0,-0.2296139975178582,7.033344494717285e-10,3604.341678989378,-0.0795440105038028,0.0735452123123364,3636.278955287914,0.2051268426683251,3.980284131578805e-08,3611.748884522302,56.59162770383818,7.407205532923854,4.500007141169827e-09,3.798006027147334e-06,True,True
thyroid_binary,Thyroid Problem,LBXSBU,BUN Kidney (mg/dL),LBXSUA,Uric Acid (mg/dL),Difference,4900,598.0,0.2296139975178582,7.033344494717285e-10,3604.341678989378,0.2051268426683251,3.980284131578805e-08,3611.748884522302,-0.0795440105038028,0.0735452123123364,3636.278955287914,56.59162770383818,7.407205532923854,4.500007141169827e-09,3.798006027147334e-06,True,True
stroke_binary,Stroke,LBXSCA,Calcium (mg/dL),LBDLDL,LDL Cholesterol (mg/dL),Ratio,2354,111.0,0.2908901339644146,2.0304345431522396e-05,883.6514052123109,-0.040680260653582,0.6763522614574349,898.5709099634315,-0.2873634208514967,0.0068455147848246,891.0094015997832,337.1453075358475,7.357996387472326,8.337906108762049e-05,0.10964346533022094,True,False
thyroid_binary,Thyroid Problem,LBXSAL,Albumin (g/dL),LBDHDD,HDL Cholesterol (mg/dL),Ratio,4899,600.0,-0.2383334870193626,6.500555088931793e-07,3620.919697466024,-0.1858445449830049,1.1941174523497384e-05,3628.269797002709,0.1220383261342148,0.0030019512491571,3638.657990125644,18.36946900708386,7.350099536684866,3.1567443777186763e-06,0.0035102997480231683,True,True
diabetes_binary,Diabetes,LBXSCR,Creatinine Kidney (mg/dL),LBDHDD,HDL Cholesterol (mg/dL),Difference,5893,799.0,0.4831085705672475,3.915003869984673e-25,4559.123050522701,0.3836183386666945,8.482196859007944e-16,4584.934760341228,-0.467188368310597,8.816749718996579e-24,4566.460186791334,22.520411248102025,7.337136268633003,7.417902069444644e-24,2.1141020897917236e-21,True,True
diabetes_binary,Diabetes,LBDHDD,HDL Cholesterol (mg/dL),LBXSCR,Creatinine Kidney (mg/dL),Difference,5893,799.0,-0.4831085705672475,3.915003869984673e-25,4559.123050522701,-0.467188368310597,8.816749718996579e-24,4566.460186791334,0.3836183386666945,8.482196859007944e-16,4584.934760341228,22.520411248102025,7.337136268633003,7.417902069444644e-24,2.1141020897917236e-21,True,True
stroke_binary,Stroke,LBXSCA,Calcium (mg/dL),LBXTC,Total Cholesterol (mg/dL),Ratio,4902,238.0,0.2779458074087593,2.9365238496798767e-06,1887.8554519268905,-0.0177791251450354,0.7892053819915004,1908.1424071272916,-0.251319657509178,0.0004183203167,1895.1916578960536,142.45425479710266,7.336205969163302,1.3280761129205472e-05,0.015857228788271335,True,True
stroke_binary,Stroke,LBXPLTSI,Platelet Count (10^3/uL),LBXSAPSI,Alkaline Phosphatase (U/L),Ratio,4904,239.0,-0.4642514316072346,1.5096019429858842e-08,1878.0817260540148,-0.204278994743687,0.0040844277483261,1905.7434908572984,0.2839504492641196,5.577465177925469e-08,1885.3637894490064,3.6946595119595855,7.282063394991383,8.360872299614128e-08,8.151850492123774e-05,True,True
hypertension_binary,Hypertension,LBXTC,Total Cholesterol (mg/dL),LBXPLTSI,Platelet Count (10^3/uL),Ratio,5433,1905.0,0.2197563071591705,6.21033691362164e-07,7016.251130810266,0.0225142086214999,0.4275295863032941,7042.788213074419,-0.1288158926477519,9.98909278267045e-06,7023.52147487397,16.08462297876393,7.270344063704215,3.02669849580838e-06,0.0033535819333556853,True,True
hypertension_binary,Hypertension,LBDLDL,LDL Cholesterol (mg/dL),LBXTR,Triglycerides (mg/dL),Difference,2582,919.0,-0.2957777319868149,9.013265238796124e-13,3313.609689959846,-0.0624406290777053,0.1323471375824914,3363.679372675211,0.2723111644081355,2.5874313743811207e-11,3320.867175586326,28.70692591230918,7.257485626480047,7.464974277530532e-12,4.867163228949907e-09,True,True
hypertension_binary,Hypertension,LBXTR,Triglycerides (mg/dL),LBDLDL,LDL Cholesterol (mg/dL),Difference,2582,919.0,0.2957777319868149,9.013265238796124e-13,3313.609689959846,0.2723111644081355,2.5874313743811207e-11,3320.867175586326,-0.0624406290777053,0.1323471375824914,3363.679372675211,28.70692591230918,7.257485626480047,7.464974277530532e-12,4.867163228949907e-09,True,True
heart_attack_binary,Heart Attack,LBXSNASI,Sodium (mmol/L),BMXWAIST,Waist Circumference (cm),Ratio,4649,217.0,-0.4427703115095863,7.735980208871513e-09,1721.932975587837,-0.0474984360538256,0.4919263139336586,1757.2367911589008,0.3544314462478898,5.2393371809345e-08,1729.177631649497,6.772686898715306,7.244656061659953,4.477416198060683e-08,4.177429312790617e-05,True,True
thyroid_binary,Thyroid Problem,LBXSNASI,Sodium (mmol/L),LBXHSCRP,hs-CRP Inflammation (mg/L),Ratio,4890,598.0,-0.1740012665498912,0.0008989607694091,3624.4993024588007,0.0511522733345548,0.2435923413665568,3635.5510492447943,0.0851332629868136,0.0155714835536824,3631.712601609749,17.32164971327563,7.213299150948387,0.0030899988254673074,1.0,True,False
stroke_binary,Stroke,LBXTC,Total Cholesterol (mg/dL),BMXWAIST,Waist Circumference (cm),Difference,4671,210.0,-0.3034040140972454,4.695622741484454e-05,1700.1158860081953,-0.232693536587325,0.0019981131449151,1707.3059669140507,0.2159489113796065,0.0014005018503903,1707.332423065438,29.82568931735677,7.190080905855439,0.00018562491071754064,0.2535636280401605,True,False
stroke_binary,Stroke,BMXWAIST,Waist Circumference (cm),LBXTC,Total Cholesterol (mg/dL),Difference,4671,210.0,0.3034040140972454,4.695622741484454e-05,1700.1158860081953,0.2159489113796065,0.0014005018503903,1707.332423065438,-0.232693536587325,0.0019981131449151,1707.3059669140507,29.82568931735677,7.190080905855439,0.00018562491071754064,0.2535636280401605,True,False
diabetes_binary,Diabetes,LBDLDL,LDL Cholesterol (mg/dL),LBXSATSI,ALT Liver Enzyme (U/L),Ratio,2795,402.0,-0.4309422551600428,1.2105774108360888e-10,2258.3457308681136,-0.3713308377842708,8.569550449473074e-10,2265.526356495651,0.1005275461980544,0.0297342415612647,2301.7698228573868,7.078895056826221,7.180625627537211,8.161196028108463e-10,6.537118018514879e-07,True,True
hypertension_binary,Hypertension,LBXHGB,Hemoglobin (g/dL),BMXBMI,Body Mass Index (kg/m2),Difference,5452,1898.0,-0.4454013664756241,2.227053592189503e-50,6811.711354553614,-0.0919686948134438,0.0011883240395728,7040.538488055881,0.4385126621355733,5.0412258138093394e-49,6818.876679417508,22.636302204353846,7.165324863894057,1.0367318446399412e-48,1.2026089397823316e-46,True,True
hypertension_binary,Hypertension,BMXBMI,Body Mass Index (kg/m2),LBXHGB,Hemoglobin (g/dL),Difference,5452,1898.0,0.4454013664756241,2.227053592189503e-50,6811.711354553614,0.4385126621355733,5.0412258138093394e-49,6818.876679417508,-0.0919686948134438,0.0011883240395728,7040.538488055881,22.636302204353846,7.165324863894057,1.0367318446399412e-48,1.2026089397823316e-46,True,True
thyroid_binary,Thyroid Problem,LBXSATSI,ALT Liver Enzyme (U/L),LBXTR,Triglycerides (mg/dL),Ratio,2376,306.0,-0.2590846046434459,0.0017685440198233,1817.279445864606,-0.1497217435068084,0.0411838128524358,1824.427084584251,0.0849822457629983,0.1038170290198183,1826.719602076265,23.286846349772524,7.147638719644874,0.005884249973534085,1.0,True,False
hypertension_binary,Hypertension,LBXSNASI,Sodium (mmol/L),LBDHDD,HDL Cholesterol (mg/dL),Ratio,5407,1900.0,0.1121843224218091,7.88208864420556e-05,6999.115583014021,0.0329189631954784,0.2486327286507478,7013.456550241348,-0.0843865438605588,0.0037383390022219,7006.248740546838,47.428279114446696,7.133157532817677,0.0003048945464090976,0.42563278678710026,True,False
diabetes_binary,Diabetes,LBXSAL,Albumin (g/dL),BMXBMI,Body Mass Index (kg/m2),Difference,5809,781.0,-0.4551446476399905,1.2637610840742687e-38,4423.948606684382,-0.4122403370103124,6.5752009788509125e-28,4469.866448849463,0.4451554708821077,3.924508444784313e-37,4431.073301420911,31.054196036263438,7.124694736528909,3.6689837924736832e-37,6.82430985400105e-35,True,True
diabetes_binary,Diabetes,BMXBMI,Body Mass Index (kg/m2),LBXSAL,Albumin (g/dL),Difference,5809,781.0,0.4551446476399905,1.2637610840742687e-38,4423.948606684382,0.4451554708821077,3.924508444784313e-37,4431.073301420911,-0.4122403370103124,6.5752009788509125e-28,4469.866448849463,31.054196036263438,7.124694736528909,3.6689837924736832e-37,6.82430985400105e-35,True,True
heart_attack_binary,Heart Attack,LBXSAPSI,Alkaline Phosphatase (U/L),LBDHDD,HDL Cholesterol (mg/dL),Difference,4901,243.0,0.3207093003765564,1.3707187722482596e-08,1905.4694785016025,0.2195265078320837,2.0890631892022812e-05,1920.4917445116032,-0.3734952758724987,2.061237169669591e-06,1912.5873713099736,150.37637270325988,7.11789280837138,7.662403074679712e-08,7.401881370140601e-05,True,True
heart_attack_binary,Heart Attack,LBDHDD,HDL Cholesterol (mg/dL),LBXSAPSI,Alkaline Phosphatase (U/L),Difference,4901,243.0,-0.3207093003765564,1.3707187722482596e-08,1905.4694785016025,-0.3734952758724987,2.061237169669591e-06,1912.5873713099736,0.2195265078320837,2.0890631892022812e-05,1920.4917445116032,150.37637270325988,7.11789280837138,7.662403074679712e-08,7.401881370140601e-05,True,True
high_cholesterol_binary,High Cholesterol,LBXSUA,Uric Acid (mg/dL),LBXHGB,Hemoglobin (g/dL),Ratio,5383,1762.0,0.2329948617822218,6.64633844194103e-16,6745.237100460473,0.2216571274400089,2.2782058699132143e-14,6752.337844248625,-0.0067032936049727,0.8174180032182939,6810.958119739105,34.277608487958304,7.100743788151704,7.106975759699319e-15,3.589022758648156e-12,True,True
heart_attack_binary,Heart Attack,BMXBMI,Body Mass Index (kg/m2),LBXHSCRP,hs-CRP Inflammation (mg/L),Ratio,4823,236.0,-0.2181995559829545,0.0092335864629358,1880.6263849758448,0.0559723810971916,0.3860454899718001,1887.6989088358496,0.0475903010780321,0.3918221084697839,1887.7837589137416,41.808834684270174,7.0725238600048215,0.02793051492931633,1.0,True,False
