outcome_var,outcome_name,marker1_var,marker1_name,marker2_var,marker2_name,combination_type,n_samples,n_cases,beta_comp,p_comp,aic_comp,beta_A,p_A,aic_A,beta_B,p_B,aic_B,p_gain,aic_gain,p_comp_fdr,p_comp_bonferroni,survives_fdr,survives_bonferroni
diabetes_binary,Diabetes,LBXPLTSI,Platelet Count (10^3/uL),LBXHSCRP,hs-CRP Inflammation (mg/L),Ratio,7240,801.0,-1.151748244213725,1.7049052176504129e-37,4760.749073414254,-0.3728439046893765,1.1411172364018452e-18,4956.504658330871,0.2690955972272006,1.1292463390001605e-20,4951.924943057611,6.623513889859596e+16,191.17586964335715,4.820150877126822e-36,9.20648817531223e-34,True,True
diabetes_binary,Diabetes,LBXSNASI,Sodium (mmol/L),LBXGH,"Glycohemoglobin (HbA1c, %)",Ratio,5895,800.0,-2.120050465332479,1.6186555933740323e-210,2589.9874092252458,-0.1182536110351033,0.0017452463066662,4675.993430020111,2.160222281417346,2.460576681785758e-187,2762.7437640075423,1.520136026377773e+23,172.7563547822965,8.740740204219776e-207,8.740740204219774e-207,True,True
diabetes_binary,Diabetes,LBXTC,Total Cholesterol (mg/dL),LBXTR,Triglycerides (mg/dL),Ratio,2832,411.0,-1.1062883326134347,7.739475608213869e-34,2141.237048095436,-0.2758989213085599,1.972493836930776e-06,2325.848309699735,0.3877553679746198,2.4208702042508608e-11,2295.0066830867527,3.1279512034143537e+22,153.7696349913167,1.9259524555002254e-32,4.179316828435489e-30,True,True
hypertension_binary,Hypertension,LBXSAL,Albumin (g/dL),LBXGH,"Glycohemoglobin (HbA1c, %)",Ratio,5407,1900.0,-0.6704440473235969,7.153751755068306e-95,6520.853595006929,-0.272414951631155,5.870162544670608e-21,6924.467272306404,0.579124595785795,4.262389228761837e-59,6673.043603358308,5.958257114166717e+35,152.19000835137922,1.7559208853349482e-92,3.8630259477368855e-91,True,True
diabetes_binary,Diabetes,LBXHGB,Hemoglobin (g/dL),LBXHSCRP,hs-CRP Inflammation (mg/L),Ratio,7240,801.0,-0.8771678190607721,2.8071411411157954e-35,4811.5858707139,-0.0094849690880507,0.8000306838037354,5040.6829568320045,0.2690955972272006,1.1292463390001605e-20,4951.924943057611,402276295431052.9,140.33907234371145,7.252900555992964e-34,1.5158562162025295e-31,True,True
diabetes_binary,Diabetes,LBDLDL,LDL Cholesterol (mg/dL),LBXTR,Triglycerides (mg/dL),Ratio,2806,403.0,-1.1691300310935115,1.1005730485739124e-36,2084.609541735499,-0.3754052628781449,5.421583435159036e-10,2271.5250396991323,0.452133994166418,3.8264124382977946e-22,2223.759688444602,347674554020374.94,139.15014670910296,3.032191052193432e-35,5.943094462299127e-33,True,True
hypertension_binary,Hypertension,LBXPLTSI,Platelet Count (10^3/uL),LBXHSCRP,hs-CRP Inflammation (mg/L),Ratio,5401,1893.0,-0.5411118515994464,3.079079874447305e-38,6785.722315657098,-0.1270155101244844,1.382725515636234e-05,6981.745411978705,0.2890298104258881,8.683608740812606e-16,6917.802038885605,2.820195998446228e+22,132.07972322850674,8.844165596816729e-37,1.6627031322015448e-34,True,True
hypertension_binary,Hypertension,LBXSNASI,Sodium (mmol/L),LBXGH,"Glycohemoglobin (HbA1c, %)",Ratio,5407,1900.0,-0.6491728785998969,1.2273340421607175e-87,6547.178186070772,0.0325791404408561,0.2535432379237857,7013.48389733235,0.579124595785795,4.262389228761837e-59,6673.043603358308,3.4728843838291284e+28,125.86541728753672,2.2853806302303016e-85,6.627603827667874e-84,True,True
diabetes_binary,Diabetes,LBXSAL,Albumin (g/dL),LBXGLU,Fasting Glucose (mg/dL),Ratio,2825,411.0,-1.8549938677117928,5.818701175821835e-106,1470.942194286748,-0.3470817644756234,2.8244936378068383e-11,2303.414348164906,1.8485656312928933,2.434872587155754e-81,1596.741804824051,4.184563725790322e+24,125.79961053730337,1.653736123654627e-103,3.142098634943791e-102,True,True
diabetes_binary,Diabetes,systolic_bp,Systolic BP (mmHg),LBDHDD,HDL Cholesterol (mg/dL),Difference,6160,768.0,0.7307929430107867,6.260622209164511e-74,4280.43123012812,0.5383040735193989,1.7469543172574586e-53,4404.609342726374,-0.4849018059884037,4.709497143225058e-25,4516.587226325524,2.7903844999626523e+20,124.1781125982543,7.043199985310075e-72,3.380735992948836e-70,True,True
diabetes_binary,Diabetes,LBDHDD,HDL Cholesterol (mg/dL),systolic_bp,Systolic BP (mmHg),Difference,6160,768.0,-0.7307929430107867,6.260622209164511e-74,4280.43123012812,-0.4849018059884037,4.709497143225058e-25,4516.587226325524,0.5383040735193989,1.7469543172574586e-53,4404.609342726374,2.7903844999626523e+20,124.1781125982543,7.043199985310075e-72,3.380735992948836e-70,True,True
diabetes_binary,Diabetes,LBXTC,Total Cholesterol (mg/dL),LBXHSCRP,hs-CRP Inflammation (mg/L),Ratio,6687,801.0,-0.8298436972629735,3.897479267727167e-32,4701.568883901956,-0.1577227992477627,6.59806926542112e-05,4889.058576212052,0.2629082376926218,1.2275180329077185e-18,4825.3668224303165,31495178000614.51,123.79793852836065,9.150603498142044e-31,2.1046388045726704e-28,True,True
diabetes_binary,Diabetes,BMXBMI,Body Mass Index (kg/m2),BMXWAIST,Waist Circumference (cm),Difference,7583,773.0,-1.2305446277693362,1.7532279917450607e-128,4235.45815036159,0.656466005441749,1.5483338032804478e-76,4650.296492452887,1.0472938753977812,3.3259556080516505e-117,4356.071834739114,189704683230.684,120.6136843775239,8.60675559583939e-126,9.467431155423328e-125,True,True
diabetes_binary,Diabetes,BMXWAIST,Waist Circumference (cm),BMXBMI,Body Mass Index (kg/m2),Difference,7583,773.0,1.2305446277693362,1.7532279917450607e-128,4235.45815036159,1.0472938753977812,3.3259556080516505e-117,4356.071834739114,0.656466005441749,1.5483338032804478e-76,4650.296492452887,189704683230.684,120.6136843775239,8.60675559583939e-126,9.467431155423328e-125,True,True
hypertension_binary,Hypertension,LBXSAL,Albumin (g/dL),LBXHSCRP,hs-CRP Inflammation (mg/L),Ratio,5396,1894.0,-0.5079488421426848,1.9703108824794734e-37,6792.165897236248,-0.2690272446180628,1.872779471853777e-20,6910.000255544124,0.2878917265329542,1.0609502506351277e-15,6915.309888402509,9.504994813290778e+16,117.83435830787676,5.541499356973519e-36,1.0639678765389157e-33,True,True
diabetes_binary,Diabetes,LBXWBCSI,WBC Count (10^3/uL),LBXHSCRP,hs-CRP Inflammation (mg/L),Ratio,7240,801.0,-0.8964174410384262,6.7707947899494995e-31,4835.252111008324,0.0345479124576834,0.1818844982640286,5039.022327557836,0.2690955972272006,1.1292463390001605e-20,4951.924943057611,16678194717.648252,116.67283204928664,1.5298030069341966e-29,3.65622918657273e-27,True,True
diabetes_binary,Diabetes,LBXSAL,Albumin (g/dL),systolic_bp,Systolic BP (mmHg),Ratio,5604,763.0,-0.6874057310847046,7.798039894642609e-59,4177.743814604328,-0.414190803973552,1.9474990446919068e-27,4345.5140333361605,0.4721884369854676,2.033772989696197e-40,4290.852538351332,2.6080566618970947e+18,113.10872374700466,4.627408289128581e-57,4.2109415431070085e-55,True,True
hypertension_binary,Hypertension,LBXHGB,Hemoglobin (g/dL),LBXHSCRP,hs-CRP Inflammation (mg/L),Ratio,5401,1893.0,-0.4914204766848766,4.9351945518917924e-36,6805.382903571184,-0.1134672695416413,6.765843199037638e-05,6985.1019645354345,0.2890298104258881,8.683608740812606e-16,6917.802038885605,1.7595271370778978e+20,112.4191353144206,1.3193094346641423e-34,2.665005058021568e-32,True,True
hypertension_binary,Hypertension,LBXSKSI,Potassium (mmol/L),LBXHSCRP,hs-CRP Inflammation (mg/L),Ratio,5393,1893.0,-0.4855466730573806,5.844565047353049e-36,6799.817116342168,-0.0042637151652758,0.8812425250278083,6994.0604550708185,0.2884371388848222,9.935640574759084e-16,6911.280609527741,1.6999794671219966e+20,111.4634931855726,1.5547118845175597e-34,3.1560651255706465e-32,True,True
diabetes_binary,Diabetes,LBXSCA,Calcium (mg/dL),LBXGH,"Glycohemoglobin (HbA1c, %)",Ratio,5892,800.0,-2.105261230421451,6.697650182461822e-209,2651.709993310819,-0.0587370665726854,0.1225503425821827,4682.496136811176,2.1602397204110955,2.847999663530018e-187,2762.574230559828,4.2522371069597927e+21,110.86423724900897,1.808365549264692e-205,3.6167310985293837e-205,True,True
arthritis_binary,Arthritis,LBXSAL,Albumin (g/dL),LBXGH,"Glycohemoglobin (HbA1c, %)",Ratio,4899,1525.0,-0.4519341766199364,2.123076254774446e-45,5869.080753605356,-0.2613129544824017,4.758776762572175e-17,6008.394323505047,0.3004791748846099,1.4024248994130055e-22,5979.24143279723,6.605626605540827e+22,110.1606791918739,8.555680429688067e-44,1.1464611775782009e-41,True,True
hypertension_binary,Hypertension,LBXSNASI,Sodium (mmol/L),LBXHSCRP,hs-CRP Inflammation (mg/L),Ratio,5396,1894.0,-0.4833100332910798,1.5376526859321822e-35,6805.982643425543,0.036740987741541,0.1985205706346267,6996.2505462884965,0.2878917265329542,1.0609502506351277e-15,6915.309888402509,6.899804229795495e+19,109.32724497696654,4.050402197089651e-34,8.303324504033784e-32,True,True
hypertension_binary,Hypertension,LBXSCA,Calcium (mg/dL),LBXHSCRP,hs-CRP Inflammation (mg/L),Ratio,5393,1893.0,-0.4776904393712596,1.0644420528081163e-34,6806.934687301999,0.1171278201248669,4.526248715583932e-05,6977.336598826938,0.2879415233621321,1.0675925276390557e-15,6911.502914041908,1.0029597429213057e+19,104.56822673990972,2.685975273441041e-33,5.747987085163828e-31,True,True
high_cholesterol_binary,High Cholesterol,LBXSNASI,Sodium (mmol/L),LBXGH,"Glycohemoglobin (HbA1c, %)",Ratio,5385,1763.0,-0.6195413783414477,2.979083819699099e-82,6386.810071864838,0.0420573387044956,0.1485873021735393,6811.947236538208,0.5555038968153562,2.3164784017803965e-57,6491.268844054964,7.775808073820398e+24,104.45877219012527,4.731486066580922e-80,1.6087052626375134e-78,True,True
hypertension_binary,Hypertension,LBXSAL,Albumin (g/dL),BMXBMI,Body Mass Index (kg/m2),Ratio,5325,1857.0,-0.557574532375897,7.791972544043148e-66,6563.416287379087,-0.2636656802616082,1.866401156312238e-19,6807.735358883773,0.4346027774125617,3.340316612669681e-47,6667.855912447616,4.286869074279921e+18,104.4396250685295,6.187742902622499e-64,4.2076651737833e-62,True,True
diabetes_binary,Diabetes,LBXSNASI,Sodium (mmol/L),LBXGLU,Fasting Glucose (mg/dL),Ratio,2825,411.0,-1.7260286994036649,1.5274320401564794e-107,1493.2683445722282,-0.0648524751037774,0.2240197884600253,2346.140734345869,1.8485656312928933,2.434872587155754e-81,1596.741804824051,1.594095529714246e+26,103.4734602518231,4.851842951085287e-105,8.248133016844989e-104,True,True
diabetes_binary,Diabetes,LBXHGB,Hemoglobin (g/dL),BMXBMI,Body Mass Index (kg/m2),Ratio,7281,799.0,-0.8958445523630171,4.541139973525372e-79,4611.975595351708,-0.0185642344661097,0.6200945260202955,5041.719055960279,0.6300483177763643,2.7612940733468013e-72,4709.797292866701,6080618.720068117,97.8216975149935,5.981013623667563e-77,2.452215585703701e-75,True,True
diabetes_binary,Diabetes,LBXPLTSI,Platelet Count (10^3/uL),LBXTR,Triglycerides (mg/dL),Ratio,2832,411.0,-0.9451795671038816,1.8111648902304257e-25,2197.189301555515,-0.205242696362753,0.0003146446116507,2336.2471690724915,0.3877553679746198,2.4208702042508608e-11,2295.0066830867527,133663710980112.1,97.81738153123752,3.530790760738014e-24,9.780290407244298e-22,True,True
hypertension_binary,Hypertension,LBXTC,Total Cholesterol (mg/dL),LBXHSCRP,hs-CRP Inflammation (mg/L),Ratio,5401,1893.0,-0.465957183666906,1.6658036615251182e-33,6821.793599215848,0.0253396131750999,0.3732110234888638,7000.20196890037,0.2876399485775152,1.0578654689757842e-15,6918.4201849661695,6.350481112565576e+17,96.62658575032128,4.1074610832126204e-32,8.995339772235639e-30,True,True
diabetes_binary,Diabetes,LBDHDD,HDL Cholesterol (mg/dL),BMXBMI,Body Mass Index (kg/m2),Ratio,6637,788.0,-0.9234311046279492,3.4012272991748554e-58,4494.516781708011,-0.5002363486311198,4.4855769125507836e-27,4708.793457620821,0.5527988803943933,5.045123251280467e-56,4590.363391340705,148.33243436874753,95.8466096326938,1.9131903557858562e-56,1.836662741554422e-54,True,True
diabetes_binary,Diabetes,LBXSAL,Albumin (g/dL),BMXBMI,Body Mass Index (kg/m2),Ratio,5809,781.0,-0.6852982875215855,4.783794928267929e-50,4336.077136841838,-0.4122403370103124,6.5752009788509125e-28,4469.866448849463,0.4451554708821077,3.924508444784313e-37,4431.073301420911,8203755603305.643,94.99616457907268,2.189194289207357e-48,2.5832492612646815e-46,True,True
hypertension_binary,Hypertension,LBDHDD,HDL Cholesterol (mg/dL),LBXHSCRP,hs-CRP Inflammation (mg/L),Ratio,5401,1893.0,-0.4679823401425101,3.3715540009131595e-32,6824.221613092233,-0.0857294832120842,0.0032759994109228,6992.205721494903,0.2876399485775152,1.0578654689757842e-15,6918.4201849661695,3.1376198295779024e+16,94.19857187393607,7.985259475846957e-31,1.820639160493106e-28,True,True
diabetes_binary,Diabetes,LBXSAL,Albumin (g/dL),LBXTR,Triglycerides (mg/dL),Ratio,2822,410.0,-0.916742758168303,5.0623356428701905e-25,2195.7797328257743,-0.3456814570047865,3.5338679686186137e-11,2299.378885611077,0.387929844338771,2.5484314622364387e-11,2288.437855663657,50341021260130.35,92.65812283788318,9.558256108915745e-24,2.733661247149903e-21,True,True
hypertension_binary,Hypertension,LBXSUA,Uric Acid (mg/dL),LBXSAL,Albumin (g/dL),Ratio,5408,1900.0,0.5481679168742243,7.082088580606149e-70,6669.870105171911,0.4622658276189417,1.0620215712090687e-53,6762.42097665139,-0.272973486221388,4.897345420153763e-21,6924.957903703611,1.499588093429596e+16,92.5508714794796,6.373879722545533e-68,3.82432783352732e-66,True,True
hypertension_binary,Hypertension,BMXBMI,Body Mass Index (kg/m2),BMXWAIST,Waist Circumference (cm),Difference,5453,1879.0,-0.7303496586391002,7.588801072204951e-112,6446.516655412859,0.4517988866641927,1.8049379473450612e-52,6780.554258061407,0.6599515068480912,9.929592545986721e-97,6537.7108712843055,1308453397514299.0,91.19421587144645,3.15227121460821e-109,4.097952578990674e-108,True,True
hypertension_binary,Hypertension,BMXWAIST,Waist Circumference (cm),BMXBMI,Body Mass Index (kg/m2),Difference,5453,1879.0,0.7303496586391002,7.588801072204951e-112,6446.516655412859,0.6599515068480912,9.929592545986721e-97,6537.7108712843055,0.4517988866641927,1.8049379473450612e-52,6780.554258061407,1308453397514299.0,91.19421587144645,3.15227121460821e-109,4.097952578990674e-108,True,True
diabetes_binary,Diabetes,LBDHDD,HDL Cholesterol (mg/dL),systolic_bp,Systolic BP (mmHg),Ratio,6160,768.0,-0.8506430031007175,1.59124244812322e-58,4314.703762797375,-0.4849018059884037,4.709497143225058e-25,4516.587226325524,0.5383040735193989,1.7469543172574586e-53,4404.609342726374,109785.55274954435,89.90557992899903,9.239472279425149e-57,8.592709219865388e-55,True,True
diabetes_binary,Diabetes,LBXHGB,Hemoglobin (g/dL),LBXTR,Triglycerides (mg/dL),Ratio,2832,411.0,-0.881884937177059,8.255471889950663e-25,2206.6317208823903,-0.1207666118062758,0.0210281994172113,2344.5554813199237,0.3877553679746198,2.4208702042508608e-11,2295.0066830867527,29324431559118.65,88.37496220436242,1.5425449206136184e-23,4.457954820573358e-21,True,True
diabetes_binary,Diabetes,LBXSCA,Calcium (mg/dL),LBXGLU,Fasting Glucose (mg/dL),Ratio,2822,411.0,-1.7180642075659809,1.254351245609275e-106,1508.0634710540269,0.0759606609728458,0.1544509121565139,2344.647581065734,1.8484525396970248,2.808529509250617e-81,1596.4247575995155,2.239029553389914e+25,88.36128654548861,3.763053736827825e-104,6.773496726290085e-103,True,True
hypertension_binary,Hypertension,LBXSCA,Calcium (mg/dL),LBXSAL,Albumin (g/dL),Difference,5408,1900.0,0.3900380069950148,1.0267149696027743e-38,6836.73065817419,0.1166156663239827,4.749188133667396e-05,6999.001252417089,-0.272973486221388,4.897345420153763e-21,6924.957903703611,4.7699172264416256e+17,88.22724552942145,3.013185236877707e-37,5.544260835854981e-35,True,True
hypertension_binary,Hypertension,LBXSAL,Albumin (g/dL),LBXSCA,Calcium (mg/dL),Difference,5408,1900.0,-0.3900380069950148,1.0267149696027743e-38,6836.73065817419,-0.272973486221388,4.897345420153763e-21,6924.957903703611,0.1166156663239827,4.749188133667396e-05,6999.001252417089,4.7699172264416256e+17,88.22724552942145,3.013185236877707e-37,5.544260835854981e-35,True,True
heart_attack_binary,Heart Attack,diastolic_bp,Diastolic BP (mmHg),LBXSCR,Creatinine Kidney (mg/dL),Ratio,4673,228.0,-0.76141145578025,5.7365717122418855e-24,1717.8070199525062,-0.284014634492749,3.014396118524089e-06,1805.7688084110357,0.17053074582847,4.971410279962793e-06,1807.781401619536,5.254699618051224e+17,87.96178845852933,1.0325829082035394e-22,3.097748724610618e-20,True,True
diabetes_binary,Diabetes,LBXSBU,BUN Kidney (mg/dL),LBDHDD,HDL Cholesterol (mg/dL),Ratio,5891,799.0,0.6826514760089676,7.200087414044916e-76,4287.229774135513,0.5970073250010213,8.135209228112015e-61,4374.762490379264,-0.4668397404527026,9.519546953671512e-24,4566.050428874847,1129876452922362.8,87.53271624375066,9.041970240893615e-74,3.8880472035842544e-72,True,True
diabetes_binary,Diabetes,diastolic_bp,Diastolic BP (mmHg),LBXTR,Triglycerides (mg/dL),Ratio,2686,392.0,-0.8487867275027821,6.220132475557136e-24,2101.9620321748107,-0.09294832910956,0.0831905395587431,2233.664077633437,0.3680488749119935,7.102191261831081e-10,2189.3617461976355,114180707400366.77,87.39971402282481,1.1159041650501174e-22,3.358871536800854e-20,True,True
high_cholesterol_binary,High Cholesterol,BMXBMI,Body Mass Index (kg/m2),BMXWAIST,Waist Circumference (cm),Difference,5425,1743.0,-0.4917708177884771,4.699719547034972e-58,6541.951720778201,0.2108158100000308,1.8935124823526106e-13,6761.991844725542,0.4024366679965726,1.5931183591656763e-41,6627.05469868244,3.389815803308447e+16,85.1029779042392,2.5896413830600866e-56,2.537848555398885e-54,True,True
high_cholesterol_binary,High Cholesterol,BMXWAIST,Waist Circumference (cm),BMXBMI,Body Mass Index (kg/m2),Difference,5425,1743.0,0.4917708177884771,4.699719547034972e-58,6541.951720778201,0.4024366679965726,1.5931183591656763e-41,6627.05469868244,0.2108158100000308,1.8935124823526106e-13,6761.991844725542,3.389815803308447e+16,85.1029779042392,2.5896413830600866e-56,2.537848555398885e-54,True,True
heart_attack_binary,Heart Attack,LBXTC,Total Cholesterol (mg/dL),LBXSCR,Creatinine Kidney (mg/dL),Ratio,4902,243.0,-0.9253140850733662,4.324884622267792e-26,1804.8504663269416,-0.5012166313911788,2.3963049639381458e-11,1889.2842946242388,0.1708860157167717,3.2487858018640246e-06,1918.6740533035472,554073732187015.6,84.43382829729694,8.681924520537575e-25,2.3354376960246075e-22,True,True
diabetes_binary,Diabetes,LBXPLTSI,Platelet Count (10^3/uL),LBXWBCSI,WBC Count (10^3/uL),Ratio,7524,818.0,-0.5744832574593971,2.8256177869077398e-33,5007.803393358453,-0.3758846144163541,2.818665561492429e-19,5090.589125065457,0.0341667861339683,0.1791185243521532,5176.186230541542,99753957331118.06,82.78573170700383,6.935607295137179e-32,1.5258336049301793e-29,True,True
hypertension_binary,Hypertension,LBXSAL,Albumin (g/dL),LBXGLU,Fasting Glucose (mg/dL),Ratio,2599,931.0,-0.612661639853167,3.2872337973771835e-41,3190.0030573225595,-0.1971036758471006,1.7888752872752912e-06,3371.9951462355643,0.4958212376753969,2.3517134427011816e-22,3271.718705220017,7.154080262187512e+18,81.71564789745798,1.1164190255243265e-39,1.7751062505836791e-37,True,True
heart_attack_binary,Heart Attack,LBXSAL,Albumin (g/dL),LBXSCR,Creatinine Kidney (mg/dL),Ratio,4906,243.0,-0.7078463846122885,4.1156980085632198e-22,1838.650787427027,-0.1675214287216468,0.0083320539951692,1931.4706170078784,0.1709695196702488,3.200615679684623e-06,1919.048990558962,7776604777671600.0,80.39820313193513,6.694207604289574e-21,2.2224769246241386e-18,True,True
arthritis_binary,Arthritis,systolic_bp,Systolic BP (mmHg),diastolic_bp,Diastolic BP (mmHg),Difference,4982,1528.0,0.498442769857026,3.5319383208821816e-55,5882.122531210645,0.413630541959646,1.6595222630474367e-40,5961.854742930711,-0.1010786096414903,0.0009603890229955,6135.288739903826,469861620525959.1,79.7322117200656,1.8338910512272864e-53,1.907246693276378e-51,True,True
arthritis_binary,Arthritis,diastolic_bp,Diastolic BP (mmHg),systolic_bp,Systolic BP (mmHg),Difference,4982,1528.0,-0.498442769857026,3.5319383208821816e-55,5882.122531210645,-0.1010786096414903,0.0009603890229955,6135.288739903826,0.413630541959646,1.6595222630474367e-40,5961.854742930711,469861620525959.1,79.7322117200656,1.8338910512272864e-53,1.907246693276378e-51,True,True
diabetes_binary,Diabetes,LBXTR,Triglycerides (mg/dL),LBXTC,Total Cholesterol (mg/dL),Ratio,2832,411.0,0.6084239690426555,2.1969594795372034e-25,2217.229996727321,0.3877553679746198,2.4208702042508608e-11,2295.0066830867527,-0.2758989213085599,1.972493836930776e-06,2325.848309699735,110191845903358.44,77.77668635943155,4.252179637813942e-24,1.1863581189500898e-21,True,True
diabetes_binary,Diabetes,LBXSNASI,Sodium (mmol/L),LBXTR,Triglycerides (mg/dL),Ratio,2822,410.0,-0.8369408310673062,3.206263445684241e-23,2211.350711247086,-0.0674654220234473,0.2064163205610638,2341.5376134028684,0.387929844338771,2.5484314622364387e-11,2288.437855663657,794829091685.1295,77.08714441657139,5.585104066675775e-22,1.7313822606694903e-19,True,True
hypertension_binary,Hypertension,LBXSUA,Uric Acid (mg/dL),LBXHGB,Hemoglobin (g/dL),Ratio,5405,1899.0,0.5384556248483181,4.770520547155395e-66,6681.923489634863,0.4625271467287339,1.0112898554905187e-53,6758.47240903105,-0.1124842765066772,7.702377085441654e-05,6996.185696407403,2119873178396.725,76.54891939618756,3.844897157408826e-64,2.576081095463913e-62,True,True
arthritis_binary,Arthritis,LBXHGB,Hemoglobin (g/dL),LBXGH,"Glycohemoglobin (HbA1c, %)",Ratio,5001,1552.0,-0.4095710157250449,1.0005237198866173e-38,6022.614019158686,-0.1885852343307578,6.829717316003231e-10,6160.669361244607,0.2958229312661752,1.8877031898222464e-22,6099.131423668179,1.886715079614671e+16,76.51740450949364,2.9685868612020513e-37,5.402828087387733e-35,True,True
heart_attack_binary,Heart Attack,LBXSNASI,Sodium (mmol/L),LBXSCR,Creatinine Kidney (mg/dL),Ratio,4906,243.0,-0.7065613329819604,9.4761426943761e-21,1843.736232505788,-0.0356965716923868,0.5858647438130349,1937.968418496834,0.1709695196702488,3.200615679684623e-06,1919.048990558962,337755116497361.75,75.31275805317387,1.4333661218384018e-19,5.117117054963094e-17,True,True
hypertension_binary,Hypertension,LBXSAL,Albumin (g/dL),LBXSCA,Calcium (mg/dL),Ratio,5408,1900.0,-0.3738039514891633,3.5113023851549915e-36,6849.880486746277,-0.272973486221388,4.897345420153763e-21,6924.957903703611,0.1166156663239827,4.749188133667396e-05,6999.001252417089,1394737588211899.5,75.07741695733421,9.528157226048721e-35,1.8961032879836953e-32,True,True
diabetes_binary,Diabetes,LBXSCA,Calcium (mg/dL),LBXTR,Triglycerides (mg/dL),Ratio,2819,410.0,-0.8261857456629711,1.28767551277038e-22,2214.049776330359,0.073951205069239,0.1661054715192417,2340.273876153921,0.387211914192092,2.7763634985445823e-11,2287.7007913410234,215610491230.92764,73.65101501066465,2.1797641908965677e-21,6.953447768960051e-19,True,True
diabetes_binary,Diabetes,LBXTR,Triglycerides (mg/dL),LBDLDL,LDL Cholesterol (mg/dL),Ratio,2806,403.0,0.611841401405385,4.2408224063224e-33,2151.545680327901,0.452133994166418,3.8264124382977946e-22,2223.759688444602,-0.3754052628781449,5.421583435159036e-10,2271.5250396991323,90228075398.61172,72.21400811670082,1.0269256051184287e-31,2.2900440994140958e-29,True,True
heart_attack_binary,Heart Attack,LBXSCA,Calcium (mg/dL),LBXSCR,Creatinine Kidney (mg/dL),Ratio,4904,243.0,-0.68890935431392,3.1371789035021743e-20,1846.721842229932,0.0312300484694994,0.6345024158596833,1937.8354274429569,0.1709205880204616,3.2254023669251264e-06,1918.862084936135,102812191020552.4,72.14024270620348,4.641305775044313e-19,1.694076607891174e-16,True,True
diabetes_binary,Diabetes,LBXSAL,Albumin (g/dL),LBXSCR,Creatinine Kidney (mg/dL),Difference,5899,800.0,-0.551694087856667,8.501646513827581e-35,4492.026149071482,-0.4137702603686262,1.108029744806147e-28,4562.961768282262,0.3826130868450004,9.21134143610079e-16,4590.648230631745,1303311.9443439366,70.9356192107798,2.155347003505584e-33,4.590889117466893e-31,True,True
diabetes_binary,Diabetes,LBXSCR,Creatinine Kidney (mg/dL),LBXSAL,Albumin (g/dL),Difference,5899,800.0,0.551694087856667,8.501646513827581e-35,4492.026149071482,0.3826130868450004,9.21134143610079e-16,4590.648230631745,-0.4137702603686262,1.108029744806147e-28,4562.961768282262,1303311.9443439366,70.9356192107798,2.155347003505584e-33,4.590889117466893e-31,True,True
diabetes_binary,Diabetes,LBDHDD,HDL Cholesterol (mg/dL),LBXTR,Triglycerides (mg/dL),Ratio,2832,411.0,-0.8897315564314178,1.5023890378632838e-21,2221.2055237100376,-0.4716777638481007,9.902256833792589e-13,2291.3646516551908,0.3877553679746198,2.4208702042508608e-11,2295.0066830867527,659100711.2162974,70.15912794515316,2.3652772024669775e-20,8.112900804461732e-18,True,True
hypertension_binary,Hypertension,LBXSAPSI,Alkaline Phosphatase (U/L),LBXHSCRP,hs-CRP Inflammation (mg/L),Ratio,5394,1893.0,-0.4547535070550529,1.3773651619078218e-27,6843.032076485164,0.1566977876263761,6.107742256785477e-08,6964.7246602991945,0.2882902119185173,1.0078961851624566e-15,6912.194594245071,731756699702.2019,69.16251775990713,2.894074659261571e-26,7.437771874302238e-24,True,True
diabetes_binary,Diabetes,LBDHDD,HDL Cholesterol (mg/dL),LBXHSCRP,hs-CRP Inflammation (mg/L),Ratio,6687,801.0,-0.8679807994881406,5.0481855880903695e-30,4704.421414281138,-0.4982321355725027,2.7907745425823788e-27,4772.407753753234,0.2629082376926218,1.2275180329077185e-18,4825.3668224303165,552.8272473116573,67.986339472096,1.1264546353590082e-28,2.7260202175687996e-26,True,True
hypertension_binary,Hypertension,LBXSUA,Uric Acid (mg/dL),LBXSAL,Albumin (g/dL),Difference,5408,1900.0,0.5248071017271921,4.001839009756748e-66,6694.953804302806,0.4622658276189417,1.0620215712090687e-53,6762.42097665139,-0.272973486221388,4.897345420153763e-21,6924.957903703611,2653833821450.063,67.46717234858443,3.274231917073703e-64,2.160993065268644e-62,True,True
hypertension_binary,Hypertension,LBXSAL,Albumin (g/dL),LBXSUA,Uric Acid (mg/dL),Difference,5408,1900.0,-0.5248071017271921,4.001839009756748e-66,6694.953804302806,-0.272973486221388,4.897345420153763e-21,6924.957903703611,0.4622658276189417,1.0620215712090687e-53,6762.42097665139,2653833821450.063,67.46717234858443,3.274231917073703e-64,2.160993065268644e-62,True,True
diabetes_binary,Diabetes,LBXSUA,Uric Acid (mg/dL),LBXTC,Total Cholesterol (mg/dL),Ratio,5891,799.0,0.3719558459726738,4.36914482599209e-27,4569.028627094548,0.2476827012627935,1.376841750707888e-11,4636.056794976048,-0.2436114059110148,2.253930918737046e-09,4643.412943937305,3151284302861835.5,67.02816788149994,9.039609984811221e-26,2.3593382060357286e-23,True,True
