outcome,marker1,marker2,anomaly_type,n11_d,n11_v,rate_00_d,rate_11_d,rate_00_v,rate_11_v,or_d,or_l_d,or_u_d,or_v,or_l_v,or_u_v,beta3_d,p3_d,beta3_v,p3_v,beta_med_int_d,p_med_int_d,beta_med_int_v,p_med_int_v
TRD,LBDHDD,LBXHGB,Low-High,29.0,20.0,0.2806818181818182,0.3103448275862069,0.2537313432835821,0.2,1.1861542251786155,0.42375636088660845,3.3202141036074395,0.8008446321404756,0.20032152871942438,3.201613570583861,-0.2602832788782795,0.6318955740390009,-1.249175669390495,0.05694686364931936,0.27641084850889164,0.6051168569150326,-0.36661820145583307,0.5467331082618451
TRD,LBDHDD,LBXTR,Low-High,24.0,23.0,0.28603603603603606,0.2916666666666667,0.26631853785900783,0.30434782608695654,1.0672268907563025,0.33581948830840996,3.391623404855391,1.2483370288248337,0.38639369657162725,4.033050620033438,-0.5699303100746063,0.43156064292726515,-0.30010082717023245,0.6847761101569166,-0.8254850372212,0.1605197237477629,-0.0658677764066071,0.9059522306724375
TRD,LBDHDD,LBXWBCSI,High-Low,28.0,22.0,0.30057142857142854,0.2857142857142857,0.2769607843137255,0.13636363636363635,0.9638080251770259,0.33129203215407005,2.8039488404104875,0.4679345672723156,0.10348561216962648,2.115876348969368,0.9199194673680049,0.11703581144414174,-0.3221059204181483,0.6618631989949265,0.08283773545240426,0.8798152516157243,-0.03297994303226562,0.9660872269549114
TRD,LBDHDD,LBXSASSI,Low-High,23.0,23.0,0.28456221198156684,0.2608695652173913,0.25280199252801994,0.43478260869565216,0.9326984126984127,0.28120875858084426,3.0935250147980184,2.2951132951132953,0.7791301901456475,6.760802115011246,-0.4502042947506127,0.44517175400793574,0.16942885893285475,0.7581871995602585,-0.7937211160836117,0.1656106034521292,0.12285522284342756,0.8048901921787897
TRD,LBDHDD,LBXSATSI,Low-High,28.0,20.0,0.2875,0.21428571428571427,0.25333333333333335,0.35,0.715099715099715,0.22350288690735334,2.2879686683763794,1.6348448687350836,0.4968019727902918,5.379845272791681,-0.6319894872289317,0.284768099445757,-0.3339449606426184,0.5775294222661007,-1.1352549718730887,0.03282360907110029,0.06983450096148003,0.8954381724842433
TRD,LBDLDL,LBXTC,High-High,36.0,50.0,0.2984409799554566,0.2777777777777778,0.2689295039164491,0.26,0.9294381707231536,0.3501945453957776,2.4667868890444966,0.9756521739130435,0.40890051919936815,2.327943154303333,1.6663953219238055,0.18423422590858118,-2.0546673538276052,0.025117530195471385,0.04940041780660483,0.9200572796188958,-0.14949520204924568,0.7174967860831402
TRD,LBXHSCRP,LBXPLTSI,High-High,26.0,24.0,0.26851851851851855,0.4230769230769231,0.2585551330798479,0.25,2.0183836281651057,0.7264760225677531,5.6077177276212105,1.0059472675609595,0.3050994463375078,3.3167215387009956,-0.2751931285115931,0.6017289531458816,-0.42212444054274895,0.47035826978118345,-0.439940010375257,0.40008622846457487,-0.8706413244183276,0.10202072551959912
TRD,LBXHSCRP,LBXSAL,High-Low,32.0,22.0,0.27293577981651373,0.4375,0.2561117578579744,0.22727272727272727,2.0851606323304437,0.8272849081416602,5.255619702270918,0.9114998380304502,0.25464758974351864,3.2626735464739793,0.0301883381085368,0.9526222325707665,-1.1680566718604064,0.07644695514811613,0.22945119072380435,0.6365216788403718,-0.6108247708210619,0.2982844857462549
TRD,LBXHSCRP,LBXWBCSI,High-High,26.0,20.0,0.25981524249422633,0.4230769230769231,0.259478672985782,0.35,2.1106501680852583,0.7594109582986746,5.866183630031646,1.5831435079726652,0.4814136898754494,5.2062154017357365,-0.6919397824784507,0.18508122645825464,0.0474190583905101,0.9381762084126811,0.06609436604430553,0.8999015111258636,0.060886692898505686,0.9161387881753905
TRD,LBXHSCRP,LBXWBCSI,Low-Low,21.0,31.0,0.29698375870069604,0.09523809523809523,0.26229508196721313,0.12903225806451613,0.30314389963512767,0.05314961058508505,1.7290102951719548,0.45951602354480053,0.1219817664239786,1.7310372040400115,-1.0612684679333506,0.20167745122942993,-1.3534627269155022,0.03427177748077544,-1.3601275632821583,0.0832218778584141,-0.5395635783080661,0.36323239366974225
