outcome,marker1,marker2,anomaly_type,n11_d,n11_v,rate_00_d,rate_11_d,rate_00_v,rate_11_v,or_d,or_l_d,or_u_d,or_v,or_l_v,or_u_v,beta3_d,p3_d,beta3_v,p3_v,beta_med_int_d,p_med_int_d,beta_med_int_v,p_med_int_v
uncontrolled_hypertension,LBDHDD,LBXSBU,Low-High,26.0,34.0,0.3655443812855269,0.15384615384615385,0.3179214402618658,0.2647058823529412,0.34704124327555297,0.09133290714747005,1.3186662758886865,0.799003845911355,0.2982251978237151,2.1406881458705826,-1.080141913716733,0.06221196965511561,-0.09727453418266037,0.8237627693956873,-1.9014440173254648,0.0438779025373124,-0.17753537924828378,0.8497703771087715
uncontrolled_hypertension,LBDHDD,LBXSCA,High-High,37.0,50.0,0.34817987152034263,0.5405405405405406,0.3093945720250522,0.36,2.1923786109403816,0.9409873076478933,5.107958348262252,1.2701177446963015,0.5946847597698327,2.7126961955722444,0.21727232517778888,0.5768672490128399,0.05041713907410704,0.8862596545791728,-0.2591954750766617,0.5876810449168219,0.09662167763773545,0.8191072479151921
uncontrolled_hypertension,LBDHDD,LBXSCA,Low-Low,23.0,32.0,0.3684210526315789,0.34782608695652173,0.31892106307021023,0.1875,0.939864826914796,0.3112982540956202,2.837619168272772,0.5236464697397892,0.1686694943215044,1.625697796593111,0.2244750663329201,0.6469136304106136,-0.4304414772389001,0.398032656103547,0.2378725729411975,0.6953362096130489,-1.2290126312579999,0.03742548347045364
uncontrolled_hypertension,LBDHDD,LBXSCR,High-High,21.0,23.0,0.3464052287581699,0.42857142857142855,0.30603096984515077,0.5217391304347826,1.433538654934004,0.47031040483973025,4.369525007405048,2.463912754201741,0.8548418873025615,7.10174144539702,-0.37143115911266533,0.4418036929232625,0.6993368669502751,0.129465132982918,-2.195299947921454,0.006576143251294076,0.6892457989465891,0.5724471233607452
uncontrolled_hypertension,LBDHDD,LBXSCR,High-Low,39.0,25.0,0.353393085787452,0.4358974358974359,0.31200631911532384,0.24,1.4227184335814391,0.6212742548943202,3.2580261057119317,0.7347670250896057,0.2276108439339693,2.3719545687183996,-0.04545696086210578,0.9062309238164009,-0.3876779247476495,0.45250298681815215,0.3708373511923359,0.384008671342816,0.1661131586159067,0.7765836073119314
uncontrolled_hypertension,LBDHDD,LBXSCR,Low-High,45.0,53.0,0.3630434782608696,0.28888888888888886,0.3119266055045872,0.16981132075471697,0.728601021958293,0.31406118945143136,1.690305797178944,0.47074673691953195,0.18617460416011114,1.1902938712833666,-0.391493613110574,0.31391004484610086,-1.0271839537196068,0.012539746207351782,-1.4906747809042404,0.020774533114082734,-1.029779937832803,0.14220546591453165
uncontrolled_hypertension,LBDHDD,LBXSKSI,Low-Low,22.0,32.0,0.3722563652326602,0.5,0.31751364972700546,0.28125,1.685916322922805,0.5725011798381525,4.964730114095276,0.8686279197311245,0.32055527013576884,2.353773383968549,1.1337075173136086,0.01715274853291216,-0.00032721711412832,0.9994038407543516,1.3162229853312666,0.1373068175549623,0.3313390447448749,0.5906733279388758
uncontrolled_hypertension,LBDHDD,LBXSKSI,High-Low,31.0,41.0,0.3524305555555556,0.3870967741935484,0.30601534113847395,0.24390243902439024,1.1775147928994085,0.4599281046534579,3.0146909342312407,0.7556580971215117,0.2997035923126306,1.905279664281285,-0.18298536169967933,0.6639449069311043,-0.6751193959209442,0.1036529101893401,-0.08191279189937933,0.8734286962372508,-0.6083252067758549,0.259634445101002
uncontrolled_hypertension,LBDHDD,LBXSKSI,Low-High,33.0,25.0,0.3714531384350817,0.15151515151515152,0.3194888178913738,0.28,0.32647407993668376,0.09786087174233653,1.0891515983133564,0.8632273747826529,0.28149739482335373,2.6471346246090732,-0.8226356164360379,0.12128192530564787,0.14250456067493522,0.7746077913839045,-1.3396356967741254,0.15400161913318905,-0.40610923410992666,0.6020923041318662
uncontrolled_hypertension,LBDHDD,LBXSNASI,Low-Low,40.0,30.0,0.3725074246924056,0.3,0.31497975708502024,0.3,0.7386494123755604,0.30614694598480785,1.7821603695822446,0.9606279219130409,0.34996763071791953,2.6368324478064844,0.33796775839758547,0.41397724138987124,0.028393104359313696,0.9494927513958495,-0.25607971515316813,0.6637849569926526,-0.16266075239243863,0.7852438696545769
uncontrolled_hypertension,LBDHDD,LBXSUA,High-High,20.0,23.0,0.3486038394415358,0.35,0.30333333333333334,0.2608695652173913,1.0378014036550622,0.3193472828438448,3.3726034674140855,0.8527306598686145,0.2597404729499939,2.7995235783679964,-0.6613685621370892,0.19671398127937434,-0.615577367473391,0.2283075640275014,-1.8275504389308037,0.05492535337046533,-1.7514338214636973,0.027792752439706043
uncontrolled_hypertension,LBDHDD,LBXSUA,High-Low,48.0,34.0,0.3523605150214592,0.5416666666666666,0.3055339049103663,0.4411764705882353,2.16415770609319,1.0254880952735892,4.567170109949458,1.8060662515729438,0.746499665332011,4.369560304651981,0.4563835928926924,0.20076088300313266,0.23266010163472756,0.5689036324305152,1.0075430676875918,0.007467672409481529,0.6838800568573342,0.11816705534576633
uncontrolled_hypertension,LBDHDD,LBXSUA,Low-High,36.0,80.0,0.3656618610747051,0.25,0.3139240506329114,0.2875,0.5991316146540028,0.2257944333444368,1.5897588189445797,0.8928723683826322,0.4703745903313354,1.6948642265298435,-0.44410932845870316,0.30851787280027776,-0.12183672913936085,0.6968840081243117,-1.366094290381419,0.008771107277776719,-0.565150452769582,0.17330578663753238
uncontrolled_hypertension,LBDHDD,LBXTC,High-High,41.0,63.0,0.342512908777969,0.4634146341463415,0.2966448445171849,0.4126984126984127,1.6631512868801006,0.7436362380264351,3.719657625066686,1.674863312657937,0.8625437200565431,3.252202816923447,-0.42696670926410774,0.2521423244741795,-0.21666117781924932,0.5013448971678149,-0.06785922753626929,0.8598462323652215,0.13889195560962833,0.6801573857019693
uncontrolled_hypertension,LBDHDD,LBXTC,Low-Low,53.0,48.0,0.37295434969853575,0.22641509433962265,0.32303480641376614,0.1875,0.5062952328645222,0.2189151632176747,1.1709324244774144,0.5038556671031573,0.19737040290353847,1.2862644527104843,-0.333691743481824,0.3956727965999376,-0.11128026158586074,0.8051464366297653,0.3741980213030458,0.6495481640063505,-1.1193179586401711,0.056763562752847115
uncontrolled_hypertension,LBDHDD,LBXTC,Low-High,23.0,32.0,0.3597027972027972,0.43478260869565216,0.3046841426729695,0.34375,1.3841327666464278,0.4767286378242868,4.018687705542101,1.220168149859875,0.47273071695683727,3.149383487319286,0.5001008356221343,0.2877150904501875,-0.0678680958113721,0.8694956828557858,0.7060493550815915,0.2114371350856199,-0.09048189985165432,0.8431914722619915
uncontrolled_hypertension,LBDHDD,LBXTR,Low-High,47.0,77.0,0.36010591350397175,0.23404255319148937,0.302928870292887,0.35064935064935066,0.5595647289616204,0.23081096442187352,1.3565763077250872,1.2520996927278936,0.6657651273707896,2.35481489804158,-0.25733588824357156,0.6135367519877637,0.09105203573906608,0.8238831622566625,-1.2854822878669472,0.005106984580524166,0.28651572561940697,0.45029491853279746
uncontrolled_hypertension,LBDHDD,LBXWBCSI,Low-Low,25.0,24.0,0.37106643356643354,0.16,0.31825866441251055,0.25,0.3546682727185622,0.09286562039868576,1.3545333906469934,0.7523628472533582,0.23117546062580846,2.4485724064087195,-1.0321102693857018,0.07727856778769776,-0.22446128253490735,0.6588040954562784,0.027662195182287602,0.9812454788876825,-0.5814247546773467,0.40472413001687113
uncontrolled_hypertension,LBDHDD,LBXWBCSI,High-Low,50.0,45.0,0.3562231759656652,0.42,0.30797248077701334,0.3111111111111111,1.316778742640231,0.6289357419105174,2.756889363295053,1.0339763832869544,0.4530511018326262,2.359793755871139,0.046008397430948214,0.8971467744019825,-0.26279346458107716,0.48807316531918765,0.18289855877902872,0.6279799511011364,-0.2563975087307869,0.5211861650788943
uncontrolled_hypertension,LBDHDD,LBXWBCSI,Low-High,40.0,58.0,0.3694239930705933,0.225,0.31681981622053534,0.2413793103448276,0.5146595252043407,0.1970704485788982,1.344059592869468,0.7023994109442592,0.31981299231376903,1.5426669470976375,-0.45395640713587726,0.29650032886449185,-0.28974277702701695,0.441081181716259,-0.5728892216868442,0.3019914286926123,-0.31195136594366263,0.45781812281420275
uncontrolled_hypertension,LBDHDD,LBXSASSI,High-High,33.0,28.0,0.34997847610848043,0.48484848484848486,0.3081395348837209,0.32142857142857145,1.7506892615681797,0.718202126333947,4.26747955511486,1.0934472934472934,0.3921159812356402,3.049166677113079,0.1649233844175246,0.6834058604142554,-0.13920424465200953,0.7560291834479184,0.2514928047545853,0.5975633269682206,-0.22364391844472986,0.65246867240171
uncontrolled_hypertension,LBDHDD,LBXSASSI,Low-High,45.0,59.0,0.364106988783434,0.2222222222222222,0.3166170845728857,0.2033898305084746,0.5164235859204963,0.20751274503443634,1.2851900737505397,0.567792721239719,0.24838051484857443,1.2979624206405642,-0.7223331280400018,0.08351474980091109,-0.5032198337820976,0.17803925737811999,-0.7493052566275252,0.12384717886344308,-0.9655328614184047,0.016973224812666866
uncontrolled_hypertension,LBDHDD,LBXSATSI,Low-High,49.0,56.0,0.3673557278208441,0.24489795918367346,0.31821929101401486,0.21428571428571427,0.5739113454403437,0.24564416604273634,1.3408591693068832,0.6016144867459365,0.2617532077020539,1.382752837453524,-0.4348466978145462,0.2713560315024929,-0.3082628156460492,0.41960268070965945,-0.552877174424954,0.19461301374350792,-0.44089785110030144,0.2630569384407869
uncontrolled_hypertension,LBDHDD,LBXSAPSI,High-High,24.0,21.0,0.3447379818103075,0.375,0.30332681017612523,0.2857142857142857,1.164631553368568,0.40052039218378105,3.3865108533083315,0.9628127534785051,0.2874422456836067,3.2250248951966407,-0.6246673732659755,0.1815236856595075,-0.5630396691579698,0.2864435506931634,-0.4264053631190883,0.46681158896603925,0.14027522408720486,0.8365206703682677
uncontrolled_hypertension,LBDHDD,LBXSAPSI,Low-Low,35.0,40.0,0.37310195227765725,0.3142857142857143,0.3187716262975779,0.25,0.7884950610110402,0.31189618331993035,1.9933698919331257,0.7354376215615448,0.29050473555394474,1.8618233337117711,0.23756852429464567,0.5754919676421638,-0.1294175125755058,0.7511453803470245,-0.08502587158079708,0.900559411623605,0.15624563299183059,0.7820076314553985
uncontrolled_hypertension,LBDHDD,LBXSAPSI,High-Low,30.0,34.0,0.3553255713669685,0.36666666666666664,0.30965315503552027,0.38235294117647056,1.0696925875822176,0.40783484493028366,2.8056509789494326,1.3993476454076432,0.5679402536399115,3.4478518121546053,-0.24852498509444773,0.5658179886720696,0.19021446234774417,0.6358771633285194,0.5618551406491652,0.2703014138485941,0.9289168975632239,0.058799458483797945
uncontrolled_hypertension,LBDHDD,LBXSAPSI,Low-High,31.0,30.0,0.36264693077927734,0.3225806451612903,0.31449333871618895,0.36666666666666664,0.8580934975795539,0.3232540664454837,2.2778505424076134,1.285028206772915,0.4899511687458832,3.3703307544480445,-0.11825866373087732,0.7866411070144684,0.15449600874148076,0.7207819870366414,0.5015842401004375,0.45402504488521966,-0.08213262889866696,0.8783598789967011
uncontrolled_hypertension,LBDLDL,LBXTC,High-High,95.0,126.0,0.3440766550522648,0.42105263157894735,0.29754601226993865,0.4444444444444444,1.3902689035432398,0.7974184641264683,2.423881200539618,1.890604890604891,1.163239713549331,3.072786125460586,-0.17371951978238762,0.7530676186414045,0.16678696896375733,0.7713241287397735,0.13678235486653995,0.6193322966339956,0.31996540704528187,0.18532587427743819
uncontrolled_hypertension,LBDLDL,LBXTC,Low-Low,88.0,62.0,0.3606271777003484,0.3181818181818182,0.32260424286759326,0.1774193548387097,0.8347506205824003,0.45525866020680694,1.5305773606726525,0.4686032831586934,0.19963456656561604,1.0999549865775968,0.7962611558838832,0.18279812130244233,0.421137620734924,0.5353030180125264,-0.018069545886098933,0.9704685797276473,-1.1937354854623126,0.024270322601460507
uncontrolled_hypertension,LBXGH,LBXHGB,Low-Low,26.0,34.0,0.3627031650983747,0.3076923076923077,0.31442269276867757,0.35294117647058826,0.8070999697399226,0.27597253185280085,2.3604173820517595,1.2109347442680776,0.4847736155414223,3.0248406841157767,-0.25606869432400564,0.5912022161221954,0.20423642576887605,0.6199565355792231,-0.10290361026653591,0.8569044030307118,0.4740544495132851,0.37519325318986596
uncontrolled_hypertension,LBXGH,LBXHGB,Low-High,31.0,45.0,0.37084398976982097,0.22580645161290322,0.31600324939073926,0.37777777777777777,0.5192300929561945,0.1762192726613541,1.5299114867497872,1.3286346888415645,0.6028472155918658,2.9282214311299537,-0.34884696937107773,0.46856592108262185,0.32398600565264407,0.3765352363289709,-0.5221784450065402,0.277412188246558,0.3193654952997323,0.3739435990112604
uncontrolled_hypertension,LBXGH,LBXHSCRP,High-High,40.0,32.0,0.362962962962963,0.375,0.3179466772781536,0.3125,1.0665513956032322,0.46175018861455486,2.4635222843682585,1.000750469043152,0.3797252703996215,2.6374370613683724,0.11766072453925552,0.7616562516021301,0.1073041817721697,0.8066331781593115,-0.8899574911012975,0.10321441490635672,-0.09879356341187492,0.8611870507210069
uncontrolled_hypertension,LBXGH,LBXHSCRP,Low-Low,27.0,59.0,0.36363636363636365,0.4074074074074074,0.3119640669661086,0.3898305084745763,1.2193845206397507,0.4504651186465389,3.3008074268732486,1.4194701523961404,0.7116152557845882,2.8314394571572357,0.5368629528369326,0.23422949894745793,0.43890327987072186,0.1883551114995189,0.9709317356752191,0.03594059245002938,1.521537514626624,9.498168520358317e-06
uncontrolled_hypertension,LBXGH,LBXPLTSI,High-High,29.0,23.0,0.3695090439276486,0.20689655172413793,0.3135179153094462,0.391304347826087,0.47183979974968715,0.1498563492323923,1.48564140103649,1.4340665488151445,0.4864869313965733,4.227342470488952,-0.5416379813264074,0.27969239319370265,0.36123101861902857,0.44722329147303885,-1.3684983636940276,0.02742183682456969,0.1854355786965975,0.746668064571112
uncontrolled_hypertension,LBXGH,LBXPLTSI,Low-Low,35.0,32.0,0.36904761904761907,0.2571428571428571,0.3118022328548644,0.34375,0.6127567591053756,0.22990169802808424,1.6331799593035488,1.1801619734006983,0.4575034596063168,3.0443098390108876,-0.34684983611746983,0.43221986193106443,0.04026149283817005,0.9240420087749156,-0.8221346213926954,0.08445530582742335,-0.13920850414860353,0.7682243762591952
uncontrolled_hypertension,LBXGH,LBXPLTSI,High-Low,28.0,21.0,0.3668817204301075,0.25,0.3086989992301771,0.47619047619047616,0.6018310377242817,0.20072515959065365,1.8044603810849373,2.043965867533523,0.6770020353997919,6.171024973617608,-0.29642032238449234,0.5381093399542443,0.4993563222182725,0.3074651704088408,-1.1328291687359682,0.07777835624135017,0.7388817621480908,0.37796446889587276
uncontrolled_hypertension,LBXGH,LBXPLTSI,Low-High,24.0,37.0,0.3735558408215661,0.3333333333333333,0.31616715913887716,0.24324324324324326,0.8636970737714871,0.2894760867272973,2.5769749884182227,0.7207026906826773,0.27273023851116096,1.904491306841265,0.522513380188178,0.28869742550567357,-0.23320646046243396,0.5848088101517627,0.5578231202021526,0.30957418059512576,0.739240640488335,0.12137356216175003
uncontrolled_hypertension,LBXGH,LBXSAL,High-Low,39.0,33.0,0.35732758620689653,0.3076923076923077,0.31223789553945863,0.42424242424242425,0.817305057811387,0.33704931224853535,1.9818689231785471,1.6373492279532549,0.6658035565078314,4.026581816926035,-0.4953152004521918,0.22085536427921892,0.5330741653188416,0.21141239294728842,-0.9814806015304015,0.0811225545532934,0.5191484014069898,0.4256492208513426
uncontrolled_hypertension,LBXGH,LBXSAL,Low-High,35.0,31.0,0.36683848797250856,0.4,0.3176328502415459,0.3548387096774194,1.1637568549539374,0.48157206796633456,2.8123101557189094,1.204729761040486,0.4633486142260732,3.1323581264203892,0.5601101980890896,0.17268767959247322,0.483953249269457,0.2618400696634169,1.1954938042856764,0.004993105390579716,0.9117740219809031,0.034401506750147554
uncontrolled_hypertension,LBXGH,LBXSBU,Low-Low,26.0,51.0,0.36539269214615705,0.4230769230769231,0.3123160992013451,0.21568627450980393,1.288265920586982,0.469896729297215,3.5319017534512143,0.6249968865974246,0.26230322399485756,1.4891967483561395,0.5669704591040305,0.22054855885396307,-0.5533009077894919,0.15713491555983994,1.0270820477630047,0.02937228752813141,0.5649514013162241,0.14344228262912645
uncontrolled_hypertension,LBXGH,LBXSCA,High-High,26.0,27.0,0.35495028102031995,0.2692307692307692,0.3129111842105263,0.4074074074074074,0.6987686689451754,0.22971731632276263,2.1255587541923098,1.5298553492906743,0.5650976848496381,4.141686388922374,-0.7216413690242142,0.13937307160466322,0.458874546111744,0.3021770395009933,-1.9247658591943366,0.022434598595074493,0.16269195361306205,0.8114228884747879
uncontrolled_hypertension,LBXGH,LBXSCA,Low-Low,26.0,22.0,0.36252115059221657,0.23076923076923078,0.3179326546593579,0.3181818181818182,0.5574201806158003,0.17390927865734213,1.7866629092859707,1.0377171215880894,0.32824256667030666,3.2806739094222523,-0.7413210908286434,0.1529740594104001,0.3240845068993572,0.5298925321520678,-0.47410972503960747,0.390369712756669,0.8945339096541267,0.15589313656093196
uncontrolled_hypertension,LBXGH,LBXSCR,High-High,37.0,22.0,0.35853976531942633,0.4594594594594595,0.3087942697970553,0.45454545454545453,1.5268647235230681,0.6553364918707631,3.5574333382291288,1.8795878943979394,0.6357076591479338,5.557351090440707,0.3271839673427668,0.39855530152126317,0.5585618662221256,0.2455586373128409,-0.12587450946689605,0.8908640705417845,0.4015371954014155,0.6867286902091354
uncontrolled_hypertension,LBXGH,LBXSCR,High-Low,36.0,28.0,0.36168384879725085,0.2777777777777778,0.31637764932562623,0.35714285714285715,0.699098594703544,0.27148106877039574,1.8002686055793427,1.2259873994505766,0.4504555498473069,3.3367223561150086,-0.4275938460798095,0.3172014306790192,0.42451222905604147,0.35504255499409954,-1.04460338017413,0.029840493840028657,0.3563673752337772,0.5045117567448487
uncontrolled_hypertension,LBXGH,LBXSCR,Low-High,26.0,31.0,0.3590633130962706,0.2692307692307692,0.3143093465674111,0.45161290322580644,0.6863655354904601,0.22564248915928245,2.0878055815833307,1.8069503146426225,0.7188721373293467,4.541933495596313,-0.5909225331207937,0.2296330822093262,0.7019089778114287,0.08796440022182075,-1.511489217110294,0.04962426441683531,0.3306090421628378,0.6448499736116413
uncontrolled_hypertension,LBXGH,LBXSKSI,High-High,40.0,23.0,0.36495726495726494,0.275,0.31370328425821065,0.43478260869565216,0.6781545358074402,0.2750760200281656,1.6718781026027467,1.7010088862163426,0.5861313828777982,4.936489182307119,-0.10699880776008465,0.7962664517970567,0.6558035316574131,0.1789193713815952,-1.0478223919977823,0.15464529321379145,13.202049855679958,0.9815102355104244
uncontrolled_hypertension,LBXGH,LBXSKSI,Low-Low,35.0,36.0,0.36489407695633375,0.2857142857142857,0.3136850783182193,0.19444444444444445,0.7165047191167764,0.27679897576241574,1.8546998272033275,0.5560501686012219,0.19275500445419216,1.604066212843393,-0.19588318353159587,0.6495116759191667,-0.6526895457439801,0.15997025988069047,-0.3257876067418128,0.47851479475082837,-0.1109353555079346,0.8274219825275879
uncontrolled_hypertension,LBXGH,LBXSNASI,High-Low,56.0,38.0,0.36470588235294116,0.32142857142857145,0.30857142857142855,0.34210526315789475,0.8368286865696192,0.4004874104484144,1.7485749424226538,1.185869289109845,0.49491439400189585,2.841473167677766,0.08749674344659676,0.8119431480606413,-0.06633319505035198,0.8734682608906635,-0.7412713823199163,0.08882716625537877,-0.05604542346505113,0.9108404056881287
uncontrolled_hypertension,LBXGH,LBXSUA,High-High,20.0,21.0,0.3586146427005699,0.25,0.3089133089133089,0.47619047619047616,0.6344611504128322,0.175795168316117,2.2898294375151456,2.041875375676217,0.6761011943269236,6.166613940008633,-0.780863285294775,0.1601108312241677,0.5304697556763189,0.2762479760167629,-0.4028584128881815,0.7508946359943343,0.3667834734765054,0.7085952491086995
uncontrolled_hypertension,LBXGH,LBXSUA,Low-Low,24.0,30.0,0.3630463003028992,0.4166666666666667,0.3130711164084227,0.43333333333333335,1.270152594935409,0.44457398798441183,3.6288394238614794,1.6920554398043302,0.6611824711886243,4.330198902920771,0.32787714126068135,0.4862903448328397,0.6339487553407515,0.13870606560099266,1.2335636212522265,0.013788248028704727,1.8425550158078159,6.0948010889778174e-05
uncontrolled_hypertension,LBXGH,LBXSUA,High-Low,37.0,26.0,0.3589076723016905,0.35135135135135137,0.3074866310160428,0.34615384615384615,0.9839887675045876,0.4080301002996486,2.3729472258643347,1.2221867517956904,0.4303350342555088,3.4711105007964593,-0.13731598819101618,0.7317529367928493,-0.1459228419669023,0.7576668687328695,-0.3468475706952514,0.45918256559604875,0.1048573630966106,0.8444024625218056
uncontrolled_hypertension,LBXGH,LBXSUA,Low-High,23.0,29.0,0.36288570186875274,0.34782608695652173,0.3114406779661017,0.2413793103448276,0.9625489855408196,0.3187726146329817,2.906462183498371,0.7366870609562656,0.2471536723443402,2.1958315271329147,0.08010097313838892,0.8706380004922568,-0.42963484785685946,0.36394811524703086,-0.6284639442839702,0.2614812983026452,-0.6506444669251155,0.23030635697988722
uncontrolled_hypertension,LBXGH,LBXTC,High-High,22.0,34.0,0.35209424083769636,0.45454545454545453,0.300121016538927,0.47058823529411764,1.5452879256965943,0.5225648095929144,4.569605012560842,2.079084457190569,0.862763110779822,5.0101726952886985,0.08753330528077319,0.8534478183581631,0.3059417108341847,0.44920065371098084,-0.03642422331422929,0.9467207740188535,0.0016285097347273198,0.9971178473126723
uncontrolled_hypertension,LBXGH,LBXTC,Low-High,31.0,38.0,0.35606387570133796,0.45161290322580644,0.30403700588730026,0.42105263157894735,1.498053127974388,0.5960595938821617,3.7649979922603336,1.6780004607233354,0.7224021427276347,3.8976705350794005,0.2950741805120822,0.4840059660213475,0.18007757117557552,0.634355606709514,0.3636963349145684,0.4105265308417799,0.4882070649110547,0.21181937632775516
uncontrolled_hypertension,LBXGH,LBXTR,High-High,22.0,30.0,0.35537190082644626,0.18181818181818182,0.3027754415475189,0.43333333333333335,0.44097646033129906,0.11275508198331687,1.724625047012018,1.7750346740638003,0.6884234752782383,4.576758648236614,-0.7349671236506498,0.2447318053178762,0.4690600716627038,0.3349367267682225,-1.510751180502071,0.03275922996137864,0.1449549719596098,0.7936273185495204
uncontrolled_hypertension,LBXGH,LBXWBCSI,High-High,39.0,29.0,0.3625905411163187,0.28205128205128205,0.31190926275992437,0.3103448275862069,0.7091613355173016,0.2864012371940974,1.7559623859161446,1.0219822428387821,0.36970270931423543,2.8251015704351805,-0.5089599394052275,0.2177319584751758,-0.07164347258555329,0.8769192342187943,-0.8540901488307797,0.1420600013757993,-0.25389974613970934,0.6918902716205586
uncontrolled_hypertension,LBXGH,LBXWBCSI,Low-Low,44.0,50.0,0.36548223350253806,0.22727272727272727,0.3145748987854251,0.22,0.5282520682978349,0.21166705304075206,1.3183452202512362,0.6341405836623387,0.26558695526904824,1.5141341540673052,-0.6874239701917445,0.10172457898678658,-0.47500919590842366,0.2278849265519005,-0.10641833269720168,0.8105245083431718,-0.14812065870658178,0.71494423894947
uncontrolled_hypertension,LBXGH,LBXSASSI,High-High,36.0,27.0,0.35766738660907127,0.2777777777777778,0.31103000811030007,0.25925925925925924,0.7113902141856732,0.2762352795925529,1.8320470780763416,0.8101215539842694,0.2683220420545245,2.445929999655133,-0.6009931688757297,0.1579151497681659,-0.4769671658461665,0.3261882355932054,-0.8834789527985198,0.1177340429360578,-0.11964711889154818,0.8492242220496108
uncontrolled_hypertension,LBXGH,LBXSASSI,Low-High,25.0,46.0,0.36277466609220166,0.4,0.3170936581268375,0.32608695652173914,1.1896046711974728,0.4223280748437413,3.35085294591994,1.0593531036945993,0.4725640187731358,2.374766071316424,0.28559860571393003,0.5359122417050695,0.2223658518359116,0.54756324654223,0.06109819656758611,0.8980182971165073,-0.24121081377222314,0.5171392605256879
uncontrolled_hypertension,LBXGH,LBXSATSI,High-High,39.0,31.0,0.3600689952565761,0.2564102564102564,0.3121319199057715,0.25806451612903225,0.6324133524023978,0.24892786954318086,1.6066768619793361,0.7968359254851091,0.28251719149691407,2.247464972943588,-0.6918234202078781,0.10045740214438463,-0.4610831276201838,0.3218413736383058,-1.2250895513653073,0.015426879540583928,-0.3739200043339826,0.525127731697739
uncontrolled_hypertension,LBXGH,LBXSATSI,Low-High,20.0,32.0,0.36512731981009927,0.35,0.31751227495908346,0.28125,0.9657412876550502,0.2972230201530269,3.1379004028740827,0.8686413393432066,0.3206134730410211,2.3534188044537356,0.28561597586247023,0.5808633980060618,0.00012089924378647527,0.9997818340945231,0.15885717517856043,0.7660643791801838,-0.2125928591456573,0.6343965254056734
uncontrolled_hypertension,LBXGH,LBXSAPSI,High-High,51.0,31.0,0.3575418994413408,0.43137254901960786,0.3081904761904762,0.41935483870967744,1.3701328447091157,0.6605630375754674,2.8419150109291755,1.6374972872811044,0.6470617195441323,4.143959200278566,0.29274530352812733,0.40785710109182205,0.24916091139420582,0.5659183013814695,-0.34525709571820384,0.42674285876305507,0.9630633030349564,0.11358042532242758
uncontrolled_hypertension,LBXGH,LBXSAPSI,Low-Low,30.0,48.0,0.3674698795180723,0.23333333333333334,0.31668077900084673,0.2916666666666667,0.5492200241524844,0.18539472989617267,1.6270291776847468,0.9065570755036644,0.4015903426791213,2.046477825295783,-0.25975062544618893,0.5927116088797388,0.07861640026427985,0.8324608869143932,0.7221427909779036,0.18295962694858647,0.9504661187280626,0.018492262250163302
uncontrolled_hypertension,LBXHGB,LBXHSCRP,Low-Low,27.0,31.0,0.35843240863055925,0.5925925925925926,0.3058630586305863,0.25806451612903225,2.5674593642405314,0.9483601098195084,6.950785380756843,0.8205526499551097,0.2908306394329162,2.3151159474160545,0.79224135802661,0.07258049763525075,-0.6119261434407304,0.175871805136674,1.0067666668659316,0.09690807038399643,0.00040043955245105977,0.9994548674901421
uncontrolled_hypertension,LBXHGB,LBXHSCRP,High-Low,22.0,44.0,0.3640370207139709,0.2727272727272727,0.30676126878130217,0.3181818181818182,0.6880236117985664,0.20760213005449152,2.2802101802524484,1.0739543747422853,0.46848835753212126,2.461913899213628,-0.18239066649074326,0.7267636996235787,-0.252125000086176,0.4997564225642521,0.4104573938104384,0.481252681524616,0.18128294442287946,0.6506501143251164
uncontrolled_hypertension,LBXHGB,LBXHSCRP,Low-High,59.0,66.0,0.3571117877337973,0.288135593220339,0.3184221228141521,0.2727272727272727,0.7410762235508932,0.3535087702612664,1.5535511854672308,0.8161961591852578,0.4001969745544494,1.6646207058672529,-0.739550032614266,0.03743161917773114,-0.009149547609708453,0.9787921222686485,-1.0833477473126012,0.013106054071473788,-0.3659166116256299,0.476824094053942
uncontrolled_hypertension,LBXHGB,LBXPLTSI,Low-Low,30.0,22.0,0.3637137989778535,0.4,0.3064579256360078,0.18181818181818182,1.1817405468663515,0.45720598378546606,3.054445413302521,0.5502854481795133,0.14144878937968716,2.1408035784971773,0.23674356364940458,0.5788199788634845,-1.0595848505490526,0.07146379648147153,-0.5011903825964967,0.4923270930025322,-1.2348116376759035,0.14900881971062313
uncontrolled_hypertension,LBXHGB,LBXPLTSI,High-Low,34.0,35.0,0.3715143715143715,0.2647058823529412,0.30871136089923723,0.4,0.6300872339703337,0.23521685897916142,1.6878463734929747,1.5096634782477296,0.6246367649172203,3.6486546190682,-0.1332763915169215,0.7621059525912943,0.2761885093849181,0.48625201565143406,-0.429701778987273,0.416741276384221,-0.4278672524416044,0.35389348290103184
uncontrolled_hypertension,LBXHGB,LBXPLTSI,Low-High,41.0,62.0,0.36645435244161356,0.36585365853658536,0.31426236207601144,0.3387096774193548,1.0109689613355037,0.4403675583083891,2.3209208342001446,1.1300641161135772,0.5647620547747791,2.261208761691385,0.16845109326869795,0.6637414347791346,0.19274228857962075,0.566665379176124,0.21782324862171207,0.6194495616869374,0.26683573745992195,0.5074158918892266
