outcome,marker1,marker2,anomaly_type,xor_type,p00_d,p10_d,p01_d,p11_d,p00_v,p10_v,p01_v,p11_v,n11_d,n11_v
diabetes_outcome,LBXSCR_res,LBXSBU_res,High-Low,High Risk Mismatch,0.1575849310460814,0.21848260125499144,0.21758994860079955,0.18128654970760233,0.10823529411764705,0.1718213058419244,0.16352201257861634,0.11666666666666667,171,180
