outcome_var,outcome_name,marker1_var,marker1_name,marker2_var,marker2_name,combination_type,n_samples,n_cases,beta_comp,p_comp,aic_comp,beta_A,p_A,aic_A,beta_B,p_B,aic_B,p_gain,aic_gain
diabetes_binary,Diabetes,LBXPLTSI,Platelet Count (10^3/uL),LBXHSCRP,hs-CRP Inflammation (mg/L),Ratio,7240,801.0,-1.151748244213725,1.7049052176504127e-37,4760.749073414254,-0.37284390468937656,1.1411172364018452e-18,4956.504658330871,0.2690955972272006,1.1292463390001606e-20,4951.924943057611,6.623513889859596e+16,191.17586964335715
diabetes_binary,Diabetes,LBXSNASI,Sodium (mmol/L),LBXGH,"Glycohemoglobin (HbA1c, %)",Ratio,5895,800.0,-2.120050465332479,1.6186555933740323e-210,2589.9874092252458,-0.11825361103510333,0.0017452463066662987,4675.993430020111,2.160222281417346,2.460576681785758e-187,2762.7437640075423,1.520136026377773e+23,172.7563547822965
diabetes_binary,Diabetes,LBXTC,Total Cholesterol (mg/dL),LBXTR,Triglycerides (mg/dL),Ratio,2832,411.0,-1.1062883326134347,7.739475608213869e-34,2141.237048095436,-0.2758989213085599,1.972493836930776e-06,2325.848309699735,0.38775536797461985,2.4208702042508608e-11,2295.0066830867527,3.1279512034143537e+22,153.7696349913167
hypertension_binary,Hypertension,LBXSAL,Albumin (g/dL),LBXGH,"Glycohemoglobin (HbA1c, %)",Ratio,5407,1900.0,-0.6704440473235969,7.153751755068306e-95,6520.853595006929,-0.27241495163115503,5.870162544670608e-21,6924.467272306404,0.579124595785795,4.262389228761837e-59,6673.043603358308,5.958257114166717e+35,152.19000835137922
diabetes_binary,Diabetes,LBXHGB,Hemoglobin (g/dL),LBXHSCRP,hs-CRP Inflammation (mg/L),Ratio,7240,801.0,-0.8771678190607721,2.8071411411157954e-35,4811.5858707139,-0.009484969088050771,0.8000306838037354,5040.6829568320045,0.2690955972272006,1.1292463390001606e-20,4951.924943057611,402276295431052.9,140.33907234371145
diabetes_binary,Diabetes,LBDLDL,LDL Cholesterol (mg/dL),LBXTR,Triglycerides (mg/dL),Ratio,2806,403.0,-1.1691300310935115,1.1005730485739124e-36,2084.609541735499,-0.3754052628781449,5.421583435159036e-10,2271.5250396991323,0.452133994166418,3.8264124382977946e-22,2223.759688444602,347674554020374.94,139.15014670910296
hypertension_binary,Hypertension,LBXPLTSI,Platelet Count (10^3/uL),LBXHSCRP,hs-CRP Inflammation (mg/L),Ratio,5401,1893.0,-0.5411118515994464,3.0790798744473056e-38,6785.722315657098,-0.1270155101244844,1.382725515636234e-05,6981.745411978705,0.28902981042588816,8.683608740812605e-16,6917.802038885605,2.820195998446228e+22,132.07972322850674
hypertension_binary,Hypertension,LBXSNASI,Sodium (mmol/L),LBXGH,"Glycohemoglobin (HbA1c, %)",Ratio,5407,1900.0,-0.6491728785998969,1.2273340421607175e-87,6547.1781860707715,0.0325791404408561,0.25354323792378575,7013.48389733235,0.579124595785795,4.262389228761837e-59,6673.043603358308,3.4728843838291284e+28,125.86541728753673
diabetes_binary,Diabetes,LBXSAL,Albumin (g/dL),LBXGLU,Fasting Glucose (mg/dL),Ratio,2825,411.0,-1.8549938677117932,5.818701175821835e-106,1470.942194286748,-0.34708176447562344,2.8244936378068386e-11,2303.414348164906,1.8485656312928935,2.4348725871557546e-81,1596.7418048240513,4.184563725790322e+24,125.79961053730335
diabetes_binary,Diabetes,systolic_bp,Systolic BP (mmHg),LBDHDD,HDL Cholesterol (mg/dL),Difference,6160,768.0,0.7307929430107867,6.260622209164511e-74,4280.43123012812,0.5383040735193989,1.7469543172574589e-53,4404.609342726374,-0.4849018059884037,4.709497143225058e-25,4516.587226325524,2.7903844999626523e+20,124.1781125982543
diabetes_binary,Diabetes,LBDHDD,HDL Cholesterol (mg/dL),systolic_bp,Systolic BP (mmHg),Difference,6160,768.0,-0.7307929430107867,6.260622209164511e-74,4280.43123012812,-0.4849018059884037,4.709497143225058e-25,4516.587226325524,0.5383040735193989,1.7469543172574589e-53,4404.609342726374,2.7903844999626523e+20,124.1781125982543
diabetes_binary,Diabetes,LBXTC,Total Cholesterol (mg/dL),LBXHSCRP,hs-CRP Inflammation (mg/L),Ratio,6687,801.0,-0.8298436972629735,3.897479267727167e-32,4701.568883901956,-0.15772279924776272,6.59806926542112e-05,4889.058576212052,0.2629082376926218,1.2275180329077183e-18,4825.3668224303165,31495178000614.51,123.79793852836065
diabetes_binary,Diabetes,BMXBMI,Body Mass Index (kg/m2),BMXWAIST,Waist Circumference (cm),Difference,7583,773.0,-1.2305446277693362,1.7532279917450607e-128,4235.45815036159,0.656466005441749,1.5483338032804478e-76,4650.296492452887,1.0472938753977812,3.3259556080516505e-117,4356.071834739114,189704683230.68402,120.6136843775239
diabetes_binary,Diabetes,BMXWAIST,Waist Circumference (cm),BMXBMI,Body Mass Index (kg/m2),Difference,7583,773.0,1.2305446277693362,1.7532279917450607e-128,4235.45815036159,1.0472938753977812,3.3259556080516505e-117,4356.071834739114,0.656466005441749,1.5483338032804478e-76,4650.296492452887,189704683230.68402,120.6136843775239
hypertension_binary,Hypertension,LBXSAL,Albumin (g/dL),LBXHSCRP,hs-CRP Inflammation (mg/L),Ratio,5396,1894.0,-0.5079488421426848,1.9703108824794734e-37,6792.1658972362475,-0.2690272446180628,1.872779471853777e-20,6910.000255544124,0.28789172653295425,1.0609502506351275e-15,6915.309888402509,9.504994813290778e+16,117.83435830787676
diabetes_binary,Diabetes,LBXWBCSI,WBC Count (10^3/uL),LBXHSCRP,hs-CRP Inflammation (mg/L),Ratio,7240,801.0,-0.8964174410384262,6.7707947899495e-31,4835.252111008324,0.03454791245768344,0.18188449826402864,5039.0223275578355,0.2690955972272006,1.1292463390001606e-20,4951.924943057611,16678194717.648252,116.67283204928663
diabetes_binary,Diabetes,LBXSAL,Albumin (g/dL),systolic_bp,Systolic BP (mmHg),Ratio,5604,763.0,-0.6874057310847046,7.798039894642608e-59,4177.743814604328,-0.414190803973552,1.947499044691907e-27,4345.5140333361605,0.47218843698546764,2.033772989696197e-40,4290.852538351332,2.6080566618970947e+18,113.10872374700466
hypertension_binary,Hypertension,LBXHGB,Hemoglobin (g/dL),LBXHSCRP,hs-CRP Inflammation (mg/L),Ratio,5401,1893.0,-0.49142047668487665,4.9351945518917924e-36,6805.382903571184,-0.11346726954164137,6.765843199037638e-05,6985.1019645354345,0.28902981042588816,8.683608740812605e-16,6917.802038885605,1.7595271370778978e+20,112.4191353144206
hypertension_binary,Hypertension,LBXSKSI,Potassium (mmol/L),LBXHSCRP,hs-CRP Inflammation (mg/L),Ratio,5393,1893.0,-0.4855466730573806,5.844565047353049e-36,6799.817116342168,-0.004263715165275844,0.8812425250278083,6994.0604550708185,0.28843713888482225,9.935640574759084e-16,6911.280609527741,1.6999794671219966e+20,111.46349318557259
diabetes_binary,Diabetes,LBXSCA,Calcium (mg/dL),LBXGH,"Glycohemoglobin (HbA1c, %)",Ratio,5892,800.0,-2.105261230421451,6.697650182461821e-209,2651.709993310819,-0.058737066572685404,0.12255034258218274,4682.496136811176,2.1602397204110955,2.847999663530018e-187,2762.574230559828,4.2522371069597927e+21,110.86423724900897
arthritis_binary,Arthritis,LBXSAL,Albumin (g/dL),LBXGH,"Glycohemoglobin (HbA1c, %)",Ratio,4899,1525.0,-0.4519341766199364,2.123076254774446e-45,5869.080753605356,-0.26131295448240177,4.758776762572175e-17,6008.3943235050465,0.30047917488460996,1.4024248994130055e-22,5979.24143279723,6.605626605540827e+22,110.1606791918739
hypertension_binary,Hypertension,LBXSNASI,Sodium (mmol/L),LBXHSCRP,hs-CRP Inflammation (mg/L),Ratio,5396,1894.0,-0.48331003329107985,1.5376526859321822e-35,6805.982643425543,0.03674098774154106,0.1985205706346267,6996.2505462884965,0.28789172653295425,1.0609502506351275e-15,6915.309888402509,6.899804229795495e+19,109.32724497696654
hypertension_binary,Hypertension,LBXSCA,Calcium (mg/dL),LBXHSCRP,hs-CRP Inflammation (mg/L),Ratio,5393,1893.0,-0.4776904393712596,1.0644420528081165e-34,6806.934687301999,0.11712782012486692,4.526248715583932e-05,6977.336598826938,0.2879415233621321,1.0675925276390555e-15,6911.502914041908,1.0029597429213057e+19,104.56822673990973
high_cholesterol_binary,High Cholesterol,LBXSNASI,Sodium (mmol/L),LBXGH,"Glycohemoglobin (HbA1c, %)",Ratio,5385,1763.0,-0.6195413783414477,2.979083819699099e-82,6386.810071864838,0.04205733870449562,0.14858730217353933,6811.947236538208,0.5555038968153562,2.3164784017803965e-57,6491.268844054964,7.775808073820398e+24,104.45877219012527
hypertension_binary,Hypertension,LBXSAL,Albumin (g/dL),BMXBMI,Body Mass Index (kg/m2),Ratio,5325,1857.0,-0.557574532375897,7.791972544043147e-66,6563.4162873790865,-0.2636656802616082,1.866401156312238e-19,6807.735358883773,0.4346027774125617,3.340316612669681e-47,6667.855912447616,4.286869074279921e+18,104.4396250685295
diabetes_binary,Diabetes,LBXSNASI,Sodium (mmol/L),LBXGLU,Fasting Glucose (mg/dL),Ratio,2825,411.0,-1.7260286994036649,1.5274320401564794e-107,1493.2683445722282,-0.06485247510377741,0.22401978846002535,2346.1407343458695,1.8485656312928935,2.4348725871557546e-81,1596.7418048240513,1.594095529714246e+26,103.4734602518231
diabetes_binary,Diabetes,LBXHGB,Hemoglobin (g/dL),BMXBMI,Body Mass Index (kg/m2),Ratio,7281,799.0,-0.8958445523630171,4.541139973525372e-79,4611.975595351708,-0.018564234466109778,0.6200945260202955,5041.719055960279,0.6300483177763643,2.761294073346801e-72,4709.797292866701,6080618.720068117,97.8216975149935
diabetes_binary,Diabetes,LBXPLTSI,Platelet Count (10^3/uL),LBXTR,Triglycerides (mg/dL),Ratio,2832,411.0,-0.9451795671038815,1.8111648902304259e-25,2197.189301555515,-0.20524269636275302,0.00031464461165074106,2336.2471690724915,0.38775536797461985,2.4208702042508608e-11,2295.0066830867527,133663710980112.1,97.81738153123752
hypertension_binary,Hypertension,LBXTC,Total Cholesterol (mg/dL),LBXHSCRP,hs-CRP Inflammation (mg/L),Ratio,5401,1893.0,-0.465957183666906,1.6658036615251182e-33,6821.793599215848,0.02533961317509999,0.3732110234888638,7000.20196890037,0.28763994857751524,1.0578654689757842e-15,6918.4201849661695,6.350481112565576e+17,96.62658575032128
diabetes_binary,Diabetes,LBDHDD,HDL Cholesterol (mg/dL),BMXBMI,Body Mass Index (kg/m2),Ratio,6637,788.0,-0.9234311046279493,3.4012272991748554e-58,4494.516781708011,-0.5002363486311198,4.485576912550784e-27,4708.793457620821,0.5527988803943933,5.045123251280467e-56,4590.363391340705,148.33243436874753,95.8466096326938
diabetes_binary,Diabetes,LBXSAL,Albumin (g/dL),BMXBMI,Body Mass Index (kg/m2),Ratio,5809,781.0,-0.6852982875215855,4.783794928267929e-50,4336.077136841838,-0.41224033701031243,6.5752009788509125e-28,4469.866448849463,0.4451554708821077,3.924508444784313e-37,4431.073301420911,8203755603305.643,94.99616457907268
hypertension_binary,Hypertension,LBDHDD,HDL Cholesterol (mg/dL),LBXHSCRP,hs-CRP Inflammation (mg/L),Ratio,5401,1893.0,-0.46798234014251017,3.3715540009131595e-32,6824.221613092233,-0.08572948321208428,0.0032759994109228135,6992.205721494903,0.28763994857751524,1.0578654689757842e-15,6918.4201849661695,3.1376198295779024e+16,94.19857187393609
diabetes_binary,Diabetes,LBXSAL,Albumin (g/dL),LBXTR,Triglycerides (mg/dL),Ratio,2822,410.0,-0.916742758168303,5.06233564287019e-25,2195.7797328257743,-0.34568145700478653,3.533867968618614e-11,2299.378885611077,0.38792984433877103,2.5484314622364387e-11,2288.4378556636575,50341021260130.35,92.65812283788318
hypertension_binary,Hypertension,LBXSUA,Uric Acid (mg/dL),LBXSAL,Albumin (g/dL),Ratio,5408,1900.0,0.5481679168742243,7.082088580606149e-70,6669.870105171911,0.4622658276189417,1.0620215712090687e-53,6762.42097665139,-0.272973486221388,4.897345420153763e-21,6924.957903703611,1.499588093429596e+16,92.55087147947961
hypertension_binary,Hypertension,BMXBMI,Body Mass Index (kg/m2),BMXWAIST,Waist Circumference (cm),Difference,5453,1879.0,-0.7303496586391002,7.58880107220495e-112,6446.516655412859,0.4517988866641927,1.804937947345061e-52,6780.5542580614065,0.6599515068480912,9.929592545986721e-97,6537.7108712843055,1308453397514299.0,91.19421587144643
hypertension_binary,Hypertension,BMXWAIST,Waist Circumference (cm),BMXBMI,Body Mass Index (kg/m2),Difference,5453,1879.0,0.7303496586391002,7.58880107220495e-112,6446.516655412859,0.6599515068480912,9.929592545986721e-97,6537.7108712843055,0.4517988866641927,1.804937947345061e-52,6780.5542580614065,1308453397514299.0,91.19421587144643
diabetes_binary,Diabetes,LBDHDD,HDL Cholesterol (mg/dL),systolic_bp,Systolic BP (mmHg),Ratio,6160,768.0,-0.8506430031007175,1.59124244812322e-58,4314.703762797375,-0.4849018059884037,4.709497143225058e-25,4516.587226325524,0.5383040735193989,1.7469543172574589e-53,4404.609342726374,109785.55274954437,89.90557992899903
diabetes_binary,Diabetes,LBXHGB,Hemoglobin (g/dL),LBXTR,Triglycerides (mg/dL),Ratio,2832,411.0,-0.881884937177059,8.255471889950663e-25,2206.6317208823903,-0.12076661180627589,0.021028199417211374,2344.5554813199233,0.38775536797461985,2.4208702042508608e-11,2295.0066830867527,29324431559118.65,88.37496220436242
diabetes_binary,Diabetes,LBXSCA,Calcium (mg/dL),LBXGLU,Fasting Glucose (mg/dL),Ratio,2822,411.0,-1.7180642075659809,1.2543512456092753e-106,1508.0634710540269,0.0759606609728458,0.1544509121565139,2344.647581065734,1.8484525396970246,2.8085295092506176e-81,1596.4247575995155,2.239029553389914e+25,88.36128654548861
hypertension_binary,Hypertension,LBXSCA,Calcium (mg/dL),LBXSAL,Albumin (g/dL),Difference,5408,1900.0,0.39003800699501484,1.0267149696027743e-38,6836.73065817419,0.11661566632398272,4.749188133667396e-05,6999.001252417089,-0.272973486221388,4.897345420153763e-21,6924.957903703611,4.7699172264416256e+17,88.22724552942145
hypertension_binary,Hypertension,LBXSAL,Albumin (g/dL),LBXSCA,Calcium (mg/dL),Difference,5408,1900.0,-0.39003800699501484,1.0267149696027743e-38,6836.73065817419,-0.272973486221388,4.897345420153763e-21,6924.957903703611,0.11661566632398272,4.749188133667396e-05,6999.001252417089,4.7699172264416256e+17,88.22724552942145
heart_attack_binary,Heart Attack,diastolic_bp,Diastolic BP (mmHg),LBXSCR,Creatinine Kidney (mg/dL),Ratio,4673,228.0,-0.76141145578025,5.736571712241885e-24,1717.8070199525062,-0.284014634492749,3.014396118524089e-06,1805.7688084110355,0.17053074582847,4.971410279962793e-06,1807.7814016195357,5.254699618051224e+17,87.96178845852933
diabetes_binary,Diabetes,LBXSBU,BUN Kidney (mg/dL),LBDHDD,HDL Cholesterol (mg/dL),Ratio,5891,799.0,0.6826514760089676,7.200087414044916e-76,4287.229774135513,0.5970073250010213,8.135209228112016e-61,4374.762490379264,-0.46683974045270266,9.519546953671512e-24,4566.050428874847,1129876452922362.8,87.53271624375066
diabetes_binary,Diabetes,diastolic_bp,Diastolic BP (mmHg),LBXTR,Triglycerides (mg/dL),Ratio,2686,392.0,-0.8487867275027821,6.220132475557136e-24,2101.9620321748107,-0.09294832910956002,0.08319053955874313,2233.6640776334375,0.3680488749119935,7.102191261831082e-10,2189.3617461976355,114180707400366.75,87.39971402282481
high_cholesterol_binary,High Cholesterol,BMXBMI,Body Mass Index (kg/m2),BMXWAIST,Waist Circumference (cm),Difference,5425,1743.0,-0.4917708177884771,4.699719547034972e-58,6541.951720778201,0.2108158100000308,1.8935124823526104e-13,6761.991844725542,0.40243666799657263,1.5931183591656765e-41,6627.05469868244,3.389815803308447e+16,85.1029779042392
high_cholesterol_binary,High Cholesterol,BMXWAIST,Waist Circumference (cm),BMXBMI,Body Mass Index (kg/m2),Difference,5425,1743.0,0.4917708177884771,4.699719547034972e-58,6541.951720778201,0.40243666799657263,1.5931183591656765e-41,6627.05469868244,0.2108158100000308,1.8935124823526104e-13,6761.991844725542,3.389815803308447e+16,85.1029779042392
heart_attack_binary,Heart Attack,LBXTC,Total Cholesterol (mg/dL),LBXSCR,Creatinine Kidney (mg/dL),Ratio,4902,243.0,-0.9253140850733662,4.3248846222677914e-26,1804.8504663269418,-0.5012166313911788,2.396304963938146e-11,1889.2842946242388,0.17088601571677178,3.2487858018640246e-06,1918.6740533035472,554073732187015.56,84.43382829729694
diabetes_binary,Diabetes,LBXPLTSI,Platelet Count (10^3/uL),LBXWBCSI,WBC Count (10^3/uL),Ratio,7524,818.0,-0.5744832574593971,2.8256177869077394e-33,5007.803393358453,-0.3758846144163541,2.818665561492429e-19,5090.589125065457,0.034166786133968306,0.17911852435215325,5176.186230541542,99753957331118.06,82.78573170700383
hypertension_binary,Hypertension,LBXSAL,Albumin (g/dL),LBXGLU,Fasting Glucose (mg/dL),Ratio,2599,931.0,-0.612661639853167,3.287233797377184e-41,3190.0030573225595,-0.19710367584710065,1.7888752872752912e-06,3371.9951462355643,0.49582123767539693,2.3517134427011816e-22,3271.7187052200175,7.154080262187512e+18,81.71564789745798
heart_attack_binary,Heart Attack,LBXSAL,Albumin (g/dL),LBXSCR,Creatinine Kidney (mg/dL),Ratio,4906,243.0,-0.7078463846122885,4.11569800856322e-22,1838.650787427027,-0.16752142872164683,0.008332053995169267,1931.4706170078782,0.1709695196702488,3.200615679684623e-06,1919.048990558962,7776604777671600.0,80.39820313193513
arthritis_binary,Arthritis,systolic_bp,Systolic BP (mmHg),diastolic_bp,Diastolic BP (mmHg),Difference,4982,1528.0,0.498442769857026,3.5319383208821816e-55,5882.122531210645,0.41363054195964605,1.6595222630474369e-40,5961.854742930711,-0.10107860964149036,0.0009603890229955355,6135.288739903826,469861620525959.1,79.7322117200656
arthritis_binary,Arthritis,diastolic_bp,Diastolic BP (mmHg),systolic_bp,Systolic BP (mmHg),Difference,4982,1528.0,-0.498442769857026,3.5319383208821816e-55,5882.122531210645,-0.10107860964149036,0.0009603890229955355,6135.288739903826,0.41363054195964605,1.6595222630474369e-40,5961.854742930711,469861620525959.1,79.7322117200656
diabetes_binary,Diabetes,LBXTR,Triglycerides (mg/dL),LBXTC,Total Cholesterol (mg/dL),Ratio,2832,411.0,0.6084239690426555,2.1969594795372034e-25,2217.229996727321,0.38775536797461985,2.4208702042508608e-11,2295.0066830867527,-0.2758989213085599,1.972493836930776e-06,2325.848309699735,110191845903358.44,77.77668635943155
diabetes_binary,Diabetes,LBXSNASI,Sodium (mmol/L),LBXTR,Triglycerides (mg/dL),Ratio,2822,410.0,-0.8369408310673062,3.2062634456842406e-23,2211.350711247086,-0.06746542202344732,0.20641632056106385,2341.5376134028684,0.38792984433877103,2.5484314622364387e-11,2288.4378556636575,794829091685.1295,77.08714441657139
hypertension_binary,Hypertension,LBXSUA,Uric Acid (mg/dL),LBXHGB,Hemoglobin (g/dL),Ratio,5405,1899.0,0.5384556248483181,4.770520547155394e-66,6681.923489634863,0.46252714672873396,1.0112898554905188e-53,6758.47240903105,-0.11248427650667725,7.702377085441654e-05,6996.185696407403,2119873178396.725,76.54891939618756
arthritis_binary,Arthritis,LBXHGB,Hemoglobin (g/dL),LBXGH,"Glycohemoglobin (HbA1c, %)",Ratio,5001,1552.0,-0.4095710157250449,1.0005237198866174e-38,6022.614019158686,-0.18858523433075783,6.829717316003232e-10,6160.669361244607,0.2958229312661752,1.8877031898222464e-22,6099.131423668179,1.886715079614671e+16,76.51740450949364
heart_attack_binary,Heart Attack,LBXSNASI,Sodium (mmol/L),LBXSCR,Creatinine Kidney (mg/dL),Ratio,4906,243.0,-0.7065613329819604,9.4761426943761e-21,1843.7362325057882,-0.03569657169238687,0.5858647438130349,1937.9684184968341,0.1709695196702488,3.200615679684623e-06,1919.048990558962,337755116497361.75,75.31275805317387
hypertension_binary,Hypertension,LBXSAL,Albumin (g/dL),LBXSCA,Calcium (mg/dL),Ratio,5408,1900.0,-0.37380395148916334,3.5113023851549915e-36,6849.880486746277,-0.272973486221388,4.897345420153763e-21,6924.957903703611,0.11661566632398272,4.749188133667396e-05,6999.001252417089,1394737588211899.5,75.07741695733421
diabetes_binary,Diabetes,LBXSCA,Calcium (mg/dL),LBXTR,Triglycerides (mg/dL),Ratio,2819,410.0,-0.8261857456629711,1.28767551277038e-22,2214.049776330359,0.07395120506923906,0.1661054715192417,2340.273876153921,0.387211914192092,2.7763634985445826e-11,2287.7007913410234,215610491230.92764,73.65101501066465
diabetes_binary,Diabetes,LBXTR,Triglycerides (mg/dL),LBDLDL,LDL Cholesterol (mg/dL),Ratio,2806,403.0,0.611841401405385,4.2408224063224e-33,2151.545680327901,0.452133994166418,3.8264124382977946e-22,2223.759688444602,-0.3754052628781449,5.421583435159036e-10,2271.5250396991323,90228075398.61171,72.21400811670082
heart_attack_binary,Heart Attack,LBXSCA,Calcium (mg/dL),LBXSCR,Creatinine Kidney (mg/dL),Ratio,4904,243.0,-0.68890935431392,3.1371789035021743e-20,1846.7218422299316,0.031230048469499422,0.6345024158596833,1937.8354274429566,0.17092058802046167,3.2254023669251264e-06,1918.862084936135,102812191020552.39,72.14024270620348
diabetes_binary,Diabetes,LBXSAL,Albumin (g/dL),LBXSCR,Creatinine Kidney (mg/dL),Difference,5899,800.0,-0.551694087856667,8.50164651382758e-35,4492.026149071482,-0.41377026036862624,1.1080297448061473e-28,4562.961768282262,0.38261308684500045,9.21134143610079e-16,4590.648230631745,1303311.9443439366,70.9356192107798
diabetes_binary,Diabetes,LBXSCR,Creatinine Kidney (mg/dL),LBXSAL,Albumin (g/dL),Difference,5899,800.0,0.551694087856667,8.50164651382758e-35,4492.026149071482,0.38261308684500045,9.21134143610079e-16,4590.648230631745,-0.41377026036862624,1.1080297448061473e-28,4562.961768282262,1303311.9443439366,70.9356192107798
diabetes_binary,Diabetes,LBDHDD,HDL Cholesterol (mg/dL),LBXTR,Triglycerides (mg/dL),Ratio,2832,411.0,-0.8897315564314178,1.5023890378632836e-21,2221.2055237100376,-0.47167776384810073,9.902256833792589e-13,2291.3646516551908,0.38775536797461985,2.4208702042508608e-11,2295.0066830867527,659100711.2162974,70.15912794515316
hypertension_binary,Hypertension,LBXSAPSI,Alkaline Phosphatase (U/L),LBXHSCRP,hs-CRP Inflammation (mg/L),Ratio,5394,1893.0,-0.4547535070550529,1.3773651619078218e-27,6843.032076485164,0.15669778762637612,6.107742256785477e-08,6964.7246602991945,0.2882902119185173,1.0078961851624566e-15,6912.194594245071,731756699702.2019,69.16251775990713
diabetes_binary,Diabetes,LBDHDD,HDL Cholesterol (mg/dL),LBXHSCRP,hs-CRP Inflammation (mg/L),Ratio,6687,801.0,-0.8679807994881406,5.04818558809037e-30,4704.421414281138,-0.4982321355725027,2.790774542582379e-27,4772.407753753234,0.2629082376926218,1.2275180329077183e-18,4825.3668224303165,552.8272473116573,67.986339472096
hypertension_binary,Hypertension,LBXSUA,Uric Acid (mg/dL),LBXSAL,Albumin (g/dL),Difference,5408,1900.0,0.5248071017271921,4.001839009756748e-66,6694.953804302806,0.4622658276189417,1.0620215712090687e-53,6762.42097665139,-0.272973486221388,4.897345420153763e-21,6924.957903703611,2653833821450.063,67.46717234858443
hypertension_binary,Hypertension,LBXSAL,Albumin (g/dL),LBXSUA,Uric Acid (mg/dL),Difference,5408,1900.0,-0.5248071017271921,4.001839009756748e-66,6694.953804302806,-0.272973486221388,4.897345420153763e-21,6924.957903703611,0.4622658276189417,1.0620215712090687e-53,6762.42097665139,2653833821450.063,67.46717234858443
diabetes_binary,Diabetes,LBXSUA,Uric Acid (mg/dL),LBXTC,Total Cholesterol (mg/dL),Ratio,5891,799.0,0.37195584597267384,4.36914482599209e-27,4569.028627094548,0.24768270126279357,1.376841750707888e-11,4636.056794976048,-0.2436114059110148,2.253930918737046e-09,4643.412943937305,3151284302861835.5,67.02816788149994
heart_attack_binary,Heart Attack,LBDHDD,HDL Cholesterol (mg/dL),LBXSCR,Creatinine Kidney (mg/dL),Ratio,4902,243.0,-0.8010793244926864,8.015069181036223e-18,1846.0546516054928,-0.3729157890455092,2.1218255229795968e-06,1912.7558696878164,0.17088601571677178,3.2487858018640246e-06,1918.6740533035472,264729533214.74362,66.70121808232352
hypertension_binary,Hypertension,LBXHGB,Hemoglobin (g/dL),BMXBMI,Body Mass Index (kg/m2),Ratio,5452,1898.0,-0.5193436049540718,5.206169564475805e-61,6753.074091495335,-0.09196869481344389,0.0011883240395728235,7040.538488055881,0.43851266213557333,5.04122581380934e-49,6818.876679417508,968317637636.708,65.80258792217319
heart_attack_binary,Heart Attack,LBXPLTSI,Platelet Count (10^3/uL),LBXSCR,Creatinine Kidney (mg/dL),Ratio,4903,243.0,-0.9379401338853011,8.028204630204853e-23,1817.029161025792,-0.5496145080662695,1.0563019946202657e-12,1882.2090532556258,0.171065644275504,3.1763182632079973e-06,1918.7216697191616,13157387526.547295,65.17989222983374
hypertension_binary,Hypertension,LBXSNASI,Sodium (mmol/L),BMXBMI,Body Mass Index (kg/m2),Ratio,5325,1857.0,-0.5177958477816481,6.495804289420339e-59,6602.769781702935,0.028349739738772115,0.3248356099289924,6889.941741204637,0.4346027774125617,3.340316612669681e-47,6667.855912447616,514226793764.4036,65.08613074468121
diabetes_binary,Diabetes,BMXBMI,Body Mass Index (kg/m2),LBDLDL,LDL Cholesterol (mg/dL),Ratio,2758,394.0,0.601561056950734,6.315765577093404e-32,2112.8418595939493,0.47161394332561307,3.817363230248458e-21,2177.5241037899777,-0.37664596107070786,7.425986539177315e-10,2225.1438463791947,60441813168.20276,64.68224419602848
diabetes_binary,Diabetes,LBDHDD,HDL Cholesterol (mg/dL),LBXHSCRP,hs-CRP Inflammation (mg/L),Difference,6687,801.0,-0.546071405346232,2.8992716471682643e-40,4707.940552821592,-0.4982321355725027,2.790774542582379e-27,4772.407753753234,0.2629082376926218,1.2275180329077183e-18,4825.3668224303165,9625778065012.104,64.46720093164186
diabetes_binary,Diabetes,LBXHSCRP,hs-CRP Inflammation (mg/L),LBDHDD,HDL Cholesterol (mg/dL),Difference,6687,801.0,0.546071405346232,2.8992716471682643e-40,4707.940552821592,0.2629082376926218,1.2275180329077183e-18,4825.3668224303165,-0.4982321355725027,2.790774542582379e-27,4772.407753753234,9625778065012.104,64.46720093164186
diabetes_binary,Diabetes,systolic_bp,Systolic BP (mmHg),LBXSAL,Albumin (g/dL),Ratio,5604,763.0,0.5502052384171496,3.7844273827448783e-53,4226.507224410022,0.47218843698546764,2.033772989696197e-40,4290.852538351332,-0.414190803973552,1.947499044691907e-27,4345.5140333361605,5374057377793.001,64.34531394131045
heart_attack_binary,Heart Attack,LBXHGB,Hemoglobin (g/dL),LBXSCR,Creatinine Kidney (mg/dL),Ratio,4903,243.0,-0.627182301038842,2.3403644665772942e-19,1854.5817312720515,0.003678599969660391,0.9554557514575587,1937.9563636513535,0.171065644275504,3.1763182632079973e-06,1918.7216697191616,13571895781913.225,64.13993844711013
hypertension_binary,Hypertension,LBXSKSI,Potassium (mmol/L),LBXGLU,Fasting Glucose (mg/dL),Ratio,2597,930.0,-0.5821444794354544,4.4009728307876453e-38,3205.749583072954,-0.0619883557046376,0.13155152265932635,3389.87045798455,0.49350359493026,3.362956792913426e-22,3269.8284978104903,7641394124015884.0,64.07891473753625
stroke_binary,Stroke,LBXSAL,Albumin (g/dL),LBXSCR,Creatinine Kidney (mg/dL),Ratio,4908,239.0,-0.7511516064811226,3.971259827082105e-24,1804.964761642644,-0.4221950400239643,3.702572917224955e-12,1869.0217453789314,0.23942127355994544,1.1828041164834334e-08,1877.3256807495325,932342147943.876,64.05698373628752
