outcome_var,outcome_name,marker1_var,marker1_name,marker2_var,marker2_name,anomaly_type,gate,n_samples,n_cases,p00,p10,p01,p11,or10,or01,or11,beta1,p1,beta2,p2,beta3,p3,p3_fdr,p3_bonferroni,survives_fdr,survives_bonferroni
arthritis_binary,Arthritis,LBXTR,Triglycerides (mg/dL),LBXSUA,Uric Acid (mg/dL),Low-High,AND,2374,753.0,0.3219461697722567,0.1581395348837209,0.413953488372093,0.6666666666666666,0.4001659530684722,1.4894645776783022,3.97652833556448,-0.9272941831936456,1.579923018583586e-06,0.3971967862366806,0.006807424641933,1.968086900972929,0.0027341004659517,0.6050878080384909,1.0,False,False
arthritis_binary,Arthritis,LBXTR,Triglycerides (mg/dL),LBXSKSI,Potassium (mmol/L),High-High,AND,2375,754.0,0.3091545772886443,0.3349056603773584,0.3546099290780142,0.6521739130434783,1.128653901637097,1.2327683316325857,4.073089543012031,0.1179946826147487,0.4416544503564423,0.2052381948628972,0.2609404587902264,1.1094504778963297,0.0253468863770372,1.0,1.0,False,False
arthritis_binary,Arthritis,LBXSATSI,ALT Liver Enzyme (U/L),LBXSAPSI,Alkaline Phosphatase (U/L),Low-High,AND,4901,1524.0,0.3036238981390793,0.2822822822822823,0.3787878787878788,0.6818181818181818,0.9047643089568402,1.3997434414594394,4.738922477495634,-0.1030686373374574,0.4148851879512957,0.3354038904879425,0.0009814963501297,1.3599049312204612,0.0049998295402784,0.8283490188468421,1.0,False,False
arthritis_binary,Arthritis,LBXSASSI,AST Liver Enzyme (U/L),LBXSAPSI,Alkaline Phosphatase (U/L),Low-High,AND,4888,1519.0,0.3028642590286426,0.2904884318766066,0.3752860411899313,0.5531914893617021,0.944645988067924,1.3841301543147957,2.83645418136285,-0.0593176200154679,0.6116864657353236,0.3240900596285798,0.0019449589981912,0.7824970876742884,0.0180413819044128,1.0,1.0,False,False
arthritis_binary,Arthritis,LBXSASSI,AST Liver Enzyme (U/L),LBXSKSI,Potassium (mmol/L),High-Low,AND,4887,1519.0,0.313250120019203,0.2843373493975903,0.2888888888888888,0.5,0.8730683694389284,0.893831790576333,2.191880505553428,-0.1380793410437187,0.2251200840439284,-0.1158183720448735,0.4025620247840118,1.038865886381909,0.0058527432883027,0.8495917676568435,1.0,False,False
arthritis_binary,Arthritis,LBXSCR,Creatinine Kidney (mg/dL),LBXHGB,Hemoglobin (g/dL),Low-High,XNOR,4899,1523.0,0.3284818067754078,0.2322175732217573,0.2318501170960187,0.4444444444444444,0.620125041234516,0.619083817298131,1.6722899094033117,-0.4807719914040174,2.258663234507972e-05,-0.482834102911335,5.3579397484417474e-05,1.4555221983393616,0.0348904978946985,1.0,1.0,False,False
arthritis_binary,Arthritis,LBXSBU,BUN Kidney (mg/dL),LBXHGB,Hemoglobin (g/dL),Low-High,XNOR,4897,1523.0,0.324540174249758,0.2401215805471124,0.2279411764705882,0.3571428571428571,0.6603989188972037,0.6166790610364135,1.181039779996172,-0.419028715140581,0.0016660412557794,-0.4869887954177332,7.124028693276734e-05,1.0512151959108391,0.0151267785441962,1.0,1.0,False,False
arthritis_binary,Arthritis,LBXSUA,Uric Acid (mg/dL),LBXHGB,Hemoglobin (g/dL),High-Low,AND,4897,1523.0,0.2961576846307385,0.3764434180138568,0.3498759305210918,0.6037735849056604,1.436140480591497,1.2807771428571426,3.591627906976744,0.3609905582007165,0.0005896063791407,0.2460777030094,0.0253176347060663,0.6798075202585157,0.032270216898495,1.0,1.0,False,False
arthritis_binary,Arthritis,LBXSNASI,Sodium (mmol/L),LBXWBCSI,WBC Count (10^3/uL),High-High,AND,4900,1524.0,0.3086538461538461,0.3445692883895131,0.295045045045045,0.5862068965517241,1.1803067252658537,0.9393306153667548,3.1351498637602178,0.1634228377165574,0.219446399587489,-0.0645856327479704,0.5547267286856734,1.05588972389066,0.0105979125560394,1.0,1.0,False,False
arthritis_binary,Arthritis,LBXSCA,Calcium (mg/dL),LBXHGB,Hemoglobin (g/dL),Low-High,AND,4897,1523.0,0.3204419889502762,0.2885906040268456,0.2248803827751196,0.5,0.8630745156811319,0.6174591454357253,2.120269763956538,-0.1504976335925067,0.2545574757825626,-0.4857073886963274,6.642450453824656e-05,1.3879463671148318,0.0058292512637893,0.8495917676568435,1.0,False,False
arthritis_binary,Arthritis,LBXHSCRP,hs-CRP Inflammation (mg/L),LBXHGB,Hemoglobin (g/dL),High-Low,AND,4892,1519.0,0.2958653131963357,0.3790523690773067,0.3360655737704918,0.5697674418604651,1.4543055160928295,1.2067695679468782,3.140727728983689,0.3734929509390889,0.0005802218810947,0.1861882385893893,0.1081860548260311,0.5882865224954446,0.0277628131746135,1.0,1.0,False,False
liver_condition_binary,Liver Condition,systolic_bp,Systolic BP (mmHg),diastolic_bp,Diastolic BP (mmHg),Low-Low,XNOR,4981,270.0,0.0577573707104881,0.0328767123287671,0.032258064516129,0.0660377358490566,0.5757368161510454,0.5645574604976271,1.2272741578455957,-0.5895495700942095,0.0501626888197997,-0.6091855446110681,0.0429266221148436,1.3415372506770888,0.0194670848370563,1.0,1.0,False,False
liver_condition_binary,Liver Condition,systolic_bp,Systolic BP (mmHg),LBXGH,"Glycohemoglobin (HbA1c, %)",Low-High,AND,4764,260.0,0.0538937596699329,0.0329411764705882,0.0743243243243243,0.2352941176470588,0.6171930506297177,1.4259287721445204,5.838504375497215,-0.5141957124905042,0.0671952360038156,0.3432545193607176,0.077451941464993,1.8576263691786128,0.0050314532996623,0.8283490188468421,1.0,False,False
liver_condition_binary,Liver Condition,systolic_bp,Systolic BP (mmHg),LBXIN,Insulin (uIU/mL),High-High,AND,2260,126.0,0.0573144104803493,0.0443349753694581,0.0390243902439024,0.2,0.799778262405731,0.7047213390125382,4.46574752261956,-0.2704528537379539,0.4467749858481727,-0.4035814590689979,0.2810659010026969,2.0879206796762166,0.0056387265394043,0.8495917676568435,1.0,False,False
liver_condition_binary,Liver Condition,diastolic_bp,Diastolic BP (mmHg),BMXBMI,Body Mass Index (kg/m2),High-Low,AND,4918,264.0,0.0566650024962556,0.0475059382422802,0.0300429184549356,0.12,0.8482449057791525,0.5323562625220084,2.5842735042735043,-0.1859644678844931,0.4366848446199556,-0.6623601643488873,0.0179369128965237,1.6681591534112603,0.0194483486608302,1.0,1.0,False,False
