outcome_var,outcome_name,marker1_var,marker1_name,marker2_var,marker2_name,anomaly_type,gate,n_samples,n_cases,p00,p10,p01,p11,or10,or01,or11,beta1,p1,beta2,p2,beta3,p3
diabetes_binary,Diabetes,LBXIN,Insulin (uIU/mL),LBXSNASI,Sodium (mmol/L),Low-High,AND,2820,411.0,0.15096719932716568,0.06015037593984962,0.19375,0.3125,0.37001657325127213,1.3664248393038378,2.6866420753461933,-1.0218369657979045,0.00010962296086650697,0.3012100299480341,0.14770751148375164,1.65920480531016,0.008763601699659809
diabetes_binary,Diabetes,LBXTC,Total Cholesterol (mg/dL),LBXSAPSI,Alkaline Phosphatase (U/L),High-High,XNOR,5893,799.0,0.14312776257629972,0.10695187165775401,0.09584086799276673,0.21428571428571427,0.7217898105829462,0.6395522185382582,1.7284513021471137,-0.33271038852993745,0.019772133225553924,-0.45476503453724304,0.002477195679438409,1.2777435892697466,0.011134623381281803
diabetes_binary,Diabetes,LBXTC,Total Cholesterol (mg/dL),LBXSCR,Creatinine Kidney (mg/dL),High-Low,AND,5893,799.0,0.13919566576370077,0.09926470588235294,0.12896825396825398,0.2608695652173913,0.6866949222970166,0.9210617899751792,2.239222572707663,-0.38343473068027834,0.010235792426224645,-0.0881255293194149,0.5269436953303877,1.252092999031652,0.0013547696947721715
diabetes_binary,Diabetes,LBXTC,Total Cholesterol (mg/dL),LBXSBU,BUN Kidney (mg/dL),High-Low,XNOR,5891,799.0,0.14460074472486553,0.11216730038022814,0.07128309572301425,0.15,0.7524465527324712,0.45975649951811925,1.1138701557012773,-0.2911999485391974,0.04328909863418417,-0.7895528828009912,1.165670669083501e-05,1.123743641176063,0.02392526886430999
diabetes_binary,Diabetes,LBDHDD,HDL Cholesterol (mg/dL),LBXSCA,Calcium (mg/dL),High-High,AND,5891,799.0,0.14043583535108958,0.07088122605363985,0.15013404825737264,0.25,0.4724778815365632,1.0885394350831774,2.105857154625587,-0.7615561993642617,1.4108805939833184e-05,0.07812469578686501,0.6039536814335008,1.3964939938382834,0.0011709739917340003
diabetes_binary,Diabetes,LBDHDD,HDL Cholesterol (mg/dL),LBXSCA,Calcium (mg/dL),TwoSided-TwoSided,AND,5891,799.0,0.12701612903225806,0.14551083591331268,0.14359637774902975,0.23756906077348067,1.1728522955440863,1.155761916337865,2.1568447152522605,0.1573497376038651,0.12594624000810234,0.14186764698628246,0.20972664962090026,0.4623320475571664,0.04180947656115221
diabetes_binary,Diabetes,LBDHDD,HDL Cholesterol (mg/dL),LBXHSCRP,hs-CRP Inflammation (mg/L),TwoSided-TwoSided,AND,6687,801.0,0.11412919424788862,0.13542688910696762,0.11059479553903345,0.20853080568720378,1.2184927947832087,0.9678869433438624,2.0603486066172634,0.19543609216773922,0.05812548421890526,-0.035439865394710716,0.7432456804924585,0.5554396276751918,0.011927321198066328
diabetes_binary,Diabetes,LBDLDL,LDL Cholesterol (mg/dL),LBXSCR,Creatinine Kidney (mg/dL),High-Low,AND,2795,402.0,0.14690265486725665,0.10266159695817491,0.13565891472868216,0.5714285714285714,0.6744186046511628,0.9212527964205817,7.584615384615384,-0.4088914327672794,0.05339386985181824,-0.09272020371670325,0.6278565445444982,2.5483972151897656,2.762413708089522e-05
diabetes_binary,Diabetes,LBDLDL,LDL Cholesterol (mg/dL),LBXSNASI,Sodium (mmol/L),High-Low,AND,2796,402.0,0.1432192648922687,0.09716599190283401,0.18421052631578946,0.36666666666666664,0.6549735925644042,1.367762655925617,3.523696235036441,-0.4403126837815512,0.04802089370990002,0.3007282019007895,0.16639063341869975,1.381846032843314,0.004525565966522552
diabetes_binary,Diabetes,LBDLDL,LDL Cholesterol (mg/dL),LBXWBCSI,WBC Count (10^3/uL),TwoSided-TwoSided,OR,2806,403.0,0.12077562326869806,0.20353982300884957,0.17006802721088435,0.16666666666666666,1.864226839788369,1.4967017460609826,1.485201714350734,0.6207902033362037,6.1893145018774e-06,0.39996043787226354,0.006114302934428044,-0.6450828959052486,0.04298699562385403
diabetes_binary,Diabetes,LBDLDL,LDL Cholesterol (mg/dL),LBXPLTSI,Platelet Count (10^3/uL),High-High,AND,2806,403.0,0.14524647887323944,0.109375,0.14901960784313725,0.30434782608695654,0.7330746796346628,1.0403776931503992,2.671571998349608,-0.3247601243884924,0.12006323255826155,0.03006980057667035,0.8713354682615811,1.2403927450180978,0.019056249508662935
diabetes_binary,Diabetes,LBXTR,Triglycerides (mg/dL),LBXSUA,Uric Acid (mg/dL),High-High,OR,2819,410.0,0.12204555221314999,0.28888888888888886,0.23333333333333334,0.21052631578947367,2.9312889750286066,2.201532208480469,1.9732903300565867,1.072413811318225,2.1321564409998192e-11,0.7836162897825787,7.55413988952957e-06,-1.2045855844267082,0.0024278594165006496
diabetes_binary,Diabetes,LBXTR,Triglycerides (mg/dL),LBXSUA,Uric Acid (mg/dL),TwoSided-TwoSided,XOR,2819,410.0,0.13358572201189833,0.1807511737089202,0.1724137931034483,0.11594202898550725,1.4357451481915,1.3565221306677473,0.8721088435374149,0.3583532906515841,0.012373329058357476,0.3010038730864827,0.04211461055068353,-0.8211696952312141,0.012661100873934638
diabetes_binary,Diabetes,LBXSATSI,ALT Liver Enzyme (U/L),LBXSUA,Uric Acid (mg/dL),High-High,XOR,5896,800.0,0.1246684350132626,0.16738197424892703,0.22727272727272727,0.14414414414414414,1.4177187349713924,2.07128820229476,1.2122495109014397,0.3446485398167854,0.008721763046935156,0.7251696211283513,5.670486934727681e-09,-0.9021612775554295,0.0051322909870077805
diabetes_binary,Diabetes,LBXSATSI,ALT Liver Enzyme (U/L),LBXSUA,Uric Acid (mg/dL),High-Low,AND,5896,800.0,0.13760896637608966,0.15467625899280577,0.08582834331337326,0.38095238095238093,1.1514334427531838,0.5941994922994366,3.9433698958943877,0.13690731865308878,0.271547778776313,-0.5303763513169371,0.0012972953411999044,1.7432539339858328,0.00040418218345091364
diabetes_binary,Diabetes,LBXSATSI,ALT Liver Enzyme (U/L),LBXSKSI,Potassium (mmol/L),High-High,XOR,5894,799.0,0.11842381052190316,0.16605166051660517,0.2577696526508227,0.08823529411764706,1.487709991158267,2.589310747218878,0.8265055506434816,0.39356911561423874,0.001479974401336796,0.9498483558926405,1.0167751282936771e-18,-1.6713507622077108,0.007480392169715383
diabetes_binary,Diabetes,LBXSASSI,AST Liver Enzyme (U/L),LBXSAPSI,Alkaline Phosphatase (U/L),Low-High,AND,5878,800.0,0.1358435614728521,0.17922606924643583,0.08440366972477065,0.37142857142857144,1.3943535381403538,0.591821354636963,3.814384085692425,0.32865012769114976,0.008541963199021766,-0.5337148241027979,0.0008340148265322405,1.529221475674495,0.00014326732530348942
diabetes_binary,Diabetes,LBXSASSI,AST Liver Enzyme (U/L),LBXSBU,BUN Kidney (mg/dL),TwoSided-TwoSided,OR,5878,800.0,0.10276579548337986,0.16763678696158324,0.22569027611044418,0.2571428571428571,1.761331137805558,2.5468180068595925,3.0345455466783777,0.5643951135329881,8.404985803883304e-08,0.9340560026851717,1.6902481385952635e-21,-0.3924587202524271,0.047828871697975436
diabetes_binary,Diabetes,LBXSASSI,AST Liver Enzyme (U/L),LBXSUA,Uric Acid (mg/dL),High-High,OR,5878,800.0,0.12338593974175036,0.1839323467230444,0.21852731591448932,0.18095238095238095,1.6072799300027376,1.993054987123707,1.6004844937999185,0.4708204121078422,0.0001956976914213167,0.6864804892017572,4.743907734776196e-08,-0.7064595554785777,0.021312628866539434
diabetes_binary,Diabetes,LBXSAPSI,Alkaline Phosphatase (U/L),LBXSCA,Calcium (mg/dL),High-Low,AND,5896,800.0,0.13752865180245885,0.0933572710951526,0.1575875486381323,0.2692307692307692,0.6508984067011548,1.1782666132312123,2.4104699237174634,-0.437345053965672,0.0039042825561709346,0.15968108339820875,0.2126001509446751,1.1151047971845962,0.020911200341997668
diabetes_binary,Diabetes,LBXSAPSI,Alkaline Phosphatase (U/L),LBXHGB,Hemoglobin (g/dL),High-High,XNOR,5896,799.0,0.14285714285714285,0.0962962962962963,0.10805860805860806,0.16279069767441862,0.6444368682184747,0.7318599619993603,1.2321229359089034,-0.44731221804366406,0.0031784502102438685,-0.31896720994881483,0.026682278378574485,0.9204301078197377,0.04592520888784026
diabetes_binary,Diabetes,LBXSAPSI,Alkaline Phosphatase (U/L),LBXWBCSI,WBC Count (10^3/uL),High-High,AND,5896,799.0,0.13529289139045236,0.08571428571428572,0.17635658914728683,0.2413793103448276,0.6048252918478073,1.3735151960877434,2.081229294790288,-0.5121747614862905,0.0015189234807828067,0.3137191902377598,0.010741569908920976,0.908272119590855,0.012952995945985249
diabetes_binary,Diabetes,LBXSCR,Creatinine Kidney (mg/dL),LBXSUA,Uric Acid (mg/dL),High-High,OR,5897,800.0,0.1127728375101051,0.3126491646778043,0.18181818181818182,0.2694610778443114,3.5831974417735055,1.7572173363526256,2.919887453638573,1.2749623867531115,9.117604175153438e-29,0.5586481469116316,9.694379883422937e-05,-0.768243544939774,0.002043958469372083
diabetes_binary,Diabetes,LBXSBU,BUN Kidney (mg/dL),LBXHGB,Hemoglobin (g/dL),Low-High,AND,5894,799.0,0.14559068219633944,0.06653225806451613,0.1045045045045045,0.22857142857142856,0.42390664088757685,0.6896645970753124,1.812847965738758,-0.8716082566147095,2.38628069281178e-06,-0.3785357795451657,0.00887599047961674,1.8033599478404256,0.00010216799102585665
diabetes_binary,Diabetes,LBXSUA,Uric Acid (mg/dL),LBXSNASI,Sodium (mmol/L),Low-High,AND,5897,800.0,0.13725490196078433,0.08835341365461848,0.17177914110429449,0.2916666666666667,0.6150598477295458,1.3121166042749748,2.692244309403646,-0.49562807926013863,0.0023756289019223995,0.2652092165997225,0.08187110037971045,1.1813951525224613,0.01810186754471535
diabetes_binary,Diabetes,LBXSUA,Uric Acid (mg/dL),LBXSCA,Calcium (mg/dL),Low-High,AND,5897,800.0,0.13833199679230151,0.08870967741935484,0.1524547803617571,0.2692307692307692,0.6122019034969455,1.1275474834043668,2.39430735810171,-0.5002790663028182,0.0021682515887915684,0.11373731513272778,0.4398435161355586,1.2172264006701148,0.013368030041548568
diabetes_binary,Diabetes,LBXSNASI,Sodium (mmol/L),LBXSCA,Calcium (mg/dL),Low-Low,XOR,5897,800.0,0.12452222892778113,0.24155844155844156,0.16463414634146342,0.14285714285714285,2.245862737388161,1.3915064965376969,1.239851872952571,0.8061312067361561,1.9085613521775256e-10,0.32614145602738626,0.011421985062488376,-0.9737466161404156,0.02843166558011332
diabetes_binary,Diabetes,LBXSNASI,Sodium (mmol/L),LBXSAL,Albumin (g/dL),Low-Low,OR,5900,800.0,0.11963488055933191,0.2365038560411311,0.26498422712933756,0.17777777777777778,2.2864162696708856,2.6611561779820114,1.6668180589348471,0.8239487256536699,8.163766032893665e-11,0.9756706326849424,3.7571281586926095e-13,-1.3352034418956709,0.001869991103781014
diabetes_binary,Diabetes,LBXSNASI,Sodium (mmol/L),LBXHGB,Hemoglobin (g/dL),Low-Low,XOR,5897,799.0,0.12045043233460688,0.2454308093994778,0.20408163265306123,0.11764705882352941,2.381894238290112,1.8779510027028499,1.0424162992970332,0.8650396972788343,7.948633780942746e-12,0.6271950499856624,1.8344252330300034e-07,-1.5189661646854984,0.0011244460778300513
diabetes_binary,Diabetes,LBXSNASI,Sodium (mmol/L),LBXWBCSI,WBC Count (10^3/uL),High-High,XOR,5897,799.0,0.12672121333067252,0.1891025641025641,0.1884328358208955,0.10526315789473684,1.6164057250421715,1.6050525680620682,0.8982656586734171,0.4744133003873245,0.0016414335642306863,0.4700398309617003,7.123792675754974e-05,-1.1542539496361703,0.03951180407556038
hypertension_binary,Hypertension,systolic_bp,Systolic BP (mmHg),diastolic_bp,Diastolic BP (mmHg),High-High,OR,5517,1937.0,0.2999137559292799,0.7025495750708215,0.5,0.6861702127659575,5.497179047466592,2.3338124326266616,5.079474118069792,1.7071769761868625,2.2480780400552488e-45,0.8477085801794034,7.725865190185095e-14,-0.9249020157309099,4.299049142809139e-05
hypertension_binary,Hypertension,systolic_bp,Systolic BP (mmHg),LBXSUA,Uric Acid (mg/dL),High-High,OR,5146,1818.0,0.2898791182744726,0.7058823529411765,0.5606796116504854,0.7123287671232876,5.864754245952899,3.1238104566112885,5.9804126552684345,1.7714399463038373,1.3765207909717745e-58,1.1398918882059053,1.6770537988645147e-27,-1.1086393447018006,0.0001981650827972359
hypertension_binary,Hypertension,systolic_bp,Systolic BP (mmHg),LBXSNASI,Sodium (mmol/L),High-Low,OR,5149,1819.0,0.306613694788502,0.7160751565762005,0.4028169014084507,0.5833333333333334,5.689649398220827,1.526807843137255,3.1361597542242707,1.7410742122166758,6.05276822708989e-60,0.4222570063746828,0.00019078494645441484,-1.0108603311833584,0.006382720702748563
hypertension_binary,Hypertension,systolic_bp,Systolic BP (mmHg),LBXSKSI,Potassium (mmol/L),High-Low,OR,5146,1818.0,0.3015800320586215,0.7115789473684211,0.5207547169811321,0.6410256410256411,5.7000200103501815,2.515127432377125,4.071857619577308,1.7428501375130712,3.525858803922414e-60,0.9228517665567905,4.20119109688404e-13,-1.2460982409587424,0.0007917214450974306
hypertension_binary,Hypertension,systolic_bp,Systolic BP (mmHg),LBXPLTSI,Platelet Count (10^3/uL),High-Low,OR,5274,1859.0,0.3032977241058987,0.7017937219730942,0.4266666666666667,0.6666666666666666,5.3931251263131195,1.7102295396992127,4.54631864226747,1.6874973201322703,2.3025725322967813e-54,0.5361790449200349,1.076536918905068e-07,-0.698885926678489,0.015516780770711907
hypertension_binary,Hypertension,diastolic_bp,Diastolic BP (mmHg),LBXTC,Total Cholesterol (mg/dL),TwoSided-TwoSided,OR,5172,1824.0,0.31537335285505125,0.479002624671916,0.36945169712793735,0.43231441048034935,1.9955855185395963,1.2725553473440232,1.6547510467504065,0.6910775377709262,1.9450342684783423e-17,0.2405467088662901,0.003935387092145661,-0.42892238208258393,0.013290656793458318
hypertension_binary,Hypertension,diastolic_bp,Diastolic BP (mmHg),LBXSUA,Uric Acid (mg/dL),High-High,OR,5146,1818.0,0.30439896494942364,0.5878048780487805,0.5869565217391305,0.5633802816901409,3.2551434421326446,3.243825919707396,2.9374275782155275,1.181335263359213,5.47916258925959e-29,1.17783493162952,4.4348802145648505e-29,-1.2778409005683113,5.024704645191531e-06
hypertension_binary,Hypertension,diastolic_bp,Diastolic BP (mmHg),LBXSUA,Uric Acid (mg/dL),TwoSided-TwoSided,OR,5146,1818.0,0.312372634643377,0.47715736040609136,0.3878954607977992,0.44387755102040816,2.0086801880001692,1.3955342902711323,1.7585863677255935,0.6976160481669778,3.5717176924524924e-18,0.3328830428984829,8.246005194862335e-05,-0.4668886005134112,0.010056350344575587
hypertension_binary,Hypertension,BMXBMI,Body Mass Index (kg/m2),LBXGH,"Glycohemoglobin (HbA1c, %)",High-High,OR,5442,1894.0,0.3048535003354954,0.45054945054945056,0.6308411214953271,0.6363636363636364,1.8702506977244633,3.8907536389811432,3.9633353078897637,0.6258403410671668,3.4004626672432927e-10,1.3601182057624135,3.632349157119368e-38,-0.6020514791031523,0.02197775348425722
hypertension_binary,Hypertension,BMXBMI,Body Mass Index (kg/m2),LBXIN,Insulin (uIU/mL),High-High,OR,2552,909.0,0.3265977443609023,0.5178571428571429,0.48214285714285715,0.5227272727272727,2.2128450644590774,1.919774057717983,2.2550936693872377,0.7950725462455245,8.09557018106404e-07,0.6521546182812343,5.203106689653512e-05,-0.6326418040576526,0.04049859149325727
hypertension_binary,Hypertension,BMXBMI,Body Mass Index (kg/m2),LBXSAL,Albumin (g/dL),High-Low,OR,5325,1857.0,0.328125,0.4966442953020134,0.44176706827309237,0.4,2.02003147176201,1.6216709501992774,1.371470696405847,0.7032546576379981,1.7739259925889854e-12,0.48268411063186334,0.00024109127072170466,-0.874726198407887,0.0014291556534736908
hypertension_binary,Hypertension,BMXBMI,Body Mass Index (kg/m2),LBXHSCRP,hs-CRP Inflammation (mg/L),High-High,OR,5319,1851.0,0.32362240289069555,0.46944444444444444,0.45403899721448465,0.5,1.8495775735592102,1.7387087068696965,2.0896407394489014,0.6147993695978217,2.5521662288499405e-08,0.5528096242976234,6.011003441546076e-07,-0.430434911174067,0.04633823626390836
hypertension_binary,Hypertension,BMXBMI,Body Mass Index (kg/m2),LBXHGB,Hemoglobin (g/dL),High-Low,OR,5452,1898.0,0.3232981352505055,0.4860215053763441,0.43231441048034935,0.44871794871794873,1.9791471029505285,1.5946602540469441,1.7078687123961465,0.6827273293731917,3.523216069212835e-12,0.4662412817114241,2.8641630578753973e-06,-0.6161647832563479,0.020183280934992807
hypertension_binary,Hypertension,BMXBMI,Body Mass Index (kg/m2),LBXWBCSI,WBC Count (10^3/uL),High-High,OR,5452,1898.0,0.32871817775792767,0.5011547344110855,0.382830626450116,0.4,2.05119649305787,1.2679633174808957,1.3662943436690198,0.7186072168803933,1.2665138094231066e-12,0.2364374361429806,0.023101307602365215,-0.6465214901074396,0.007237336256631682
hypertension_binary,Hypertension,BMXWAIST,Waist Circumference (cm),LBXIN,Insulin (uIU/mL),High-High,OR,2469,873.0,0.3217223028543783,0.5612903225806452,0.46835443037974683,0.5280898876404494,2.6919828678289197,1.8580370678272775,2.3553719008264467,0.9922684404171586,3.950524403497927e-09,0.6191163212995375,0.00019588792267738047,-0.753038751351325,0.0166538021206059
hypertension_binary,Hypertension,BMXWAIST,Waist Circumference (cm),LBXSAL,Albumin (g/dL),High-Low,OR,5133,1776.0,0.3156769596199525,0.5399515738498789,0.4209245742092457,0.5151515151515151,2.542803670789741,1.576672083182546,2.301419415872179,0.9338583756709158,3.0591130838759507e-19,0.454731597197588,1.5623576481824926e-05,-0.5542546746807857,0.025145662056433277
hypertension_binary,Hypertension,BMXWAIST,Waist Circumference (cm),LBXHSCRP,hs-CRP Inflammation (mg/L),High-High,OR,5128,1771.0,0.3158141717503519,0.5451977401129944,0.4309859154929577,0.5031847133757962,2.5951595640112712,1.6418707852548673,2.1935780662770425,0.9543614068442985,1.3027177244592614e-17,0.4952458069151069,1.0014761665697917e-05,-0.6637926050580993,0.00283367581110182
hypertension_binary,Hypertension,LBXGH,"Glycohemoglobin (HbA1c, %)",LBXGLU,Fasting Glucose (mg/dL),High-High,OR,2652,945.0,0.3191126279863481,0.6222222222222222,0.5789473684210527,0.6601941747572816,3.4736329802462067,2.9164587678758878,4.129720433775352,1.2568439661542643,5.2123137773305225e-05,1.0763065311538107,7.54631408853181e-05,-0.9111380535861059,0.03664554350767413
hypertension_binary,Hypertension,LBXGH,"Glycohemoglobin (HbA1c, %)",LBXGLU,Fasting Glucose (mg/dL),TwoSided-TwoSided,AND,2652,945.0,0.3423885187083547,0.27586206896551724,0.30078125,0.5950413223140496,0.735446167108249,0.8289564422073281,2.816605856736614,-0.3124127049645966,0.05697139649613165,-0.1909121929080807,0.18611866388263898,1.5408389098570963,7.481311297422576e-10
hypertension_binary,Hypertension,LBXGH,"Glycohemoglobin (HbA1c, %)",LBXTR,Triglycerides (mg/dL),TwoSided-TwoSided,AND,2604,931.0,0.3520408163265306,0.43731778425655976,0.27970297029702973,0.5053763440860215,1.431036023956378,0.7163946574229062,1.8794712757030771,0.35802568705270155,0.0027852965796643153,-0.3358548665978205,0.0057202289876863615,0.6094159666274138,0.020921063140792735
hypertension_binary,Hypertension,LBXGH,"Glycohemoglobin (HbA1c, %)",LBXSNASI,Sodium (mmol/L),High-Low,OR,5407,1900.0,0.3172172391161671,0.6495327102803738,0.37694704049844235,0.5862068965517241,3.98230304362913,1.304089827138462,3.036406907396127,1.383575726450541,8.188610312802853e-39,0.264063085904864,0.027092965631777245,-0.5327422112310295,0.046981988155974604
hypertension_binary,Hypertension,LBXGLU,Fasting Glucose (mg/dL),LBDHDD,HDL Cholesterol (mg/dL),High-High,XOR,2606,931.0,0.3186761229314421,0.6586345381526104,0.3852813852813853,0.36363636363636365,4.111804715643816,1.3422730287542428,1.2822831727205337,1.417077656421097,1.3737750678977796e-23,0.2926717972180949,0.04072556728130847,-1.5095027564874,0.021514553309737505
hypertension_binary,Hypertension,LBXGLU,Fasting Glucose (mg/dL),LBXSASSI,AST Liver Enzyme (U/L),TwoSided-TwoSided,AND,2589,926.0,0.33517393705135284,0.4120734908136483,0.3511705685618729,0.5816326530612245,1.3909923286315267,1.0754578057063062,2.7471366949278595,0.3294755883025359,0.004294783636722046,0.07097802590346264,0.5878951978448053,0.6139014217335116,0.020255274766195454
hypertension_binary,Hypertension,LBXGLU,Fasting Glucose (mg/dL),LBXSNASI,Sodium (mmol/L),High-Low,OR,2599,931.0,0.3197463768115942,0.6591928251121076,0.4351145038167939,0.5675675675675675,4.100463020782741,1.6413979490540855,2.771129554569045,1.4146368413232426,1.6001800014209634e-21,0.4939237694612186,0.006663109534652207,-0.8816893004699818,0.029081679345106356
hypertension_binary,Hypertension,LBXIN,Insulin (uIU/mL),LBXSASSI,AST Liver Enzyme (U/L),High-High,OR,2585,925.0,0.3330206378986867,0.5097087378640777,0.4461538461538462,0.4423076923076923,2.0810121228719107,1.614605797825248,1.5949021338517873,0.733394473644089,5.808728939185774e-07,0.4783315318581896,0.0015598700884049777,-0.7489729792317777,0.030784984267590184
hypertension_binary,Hypertension,LBXTC,Total Cholesterol (mg/dL),LBDHDD,HDL Cholesterol (mg/dL),Low-Low,AND,5436,1906.0,0.34060066740823136,0.3616557734204793,0.40703517587939697,0.5595238095238095,1.0980966984634433,1.3300154127660222,2.451866361954511,0.09243377009777033,0.36536648735616883,0.28438312096506835,0.007735245066173463,0.5230313887612896,0.04668907546014956
hypertension_binary,Hypertension,LBXTC,Total Cholesterol (mg/dL),LBXSAL,Albumin (g/dL),Low-Low,AND,5407,1900.0,0.34270032930845223,0.36693548387096775,0.40836012861736337,0.6666666666666666,1.1128190404338905,1.3252449047064918,3.7735531385247847,0.10589734563268274,0.28112639279412355,0.2805349733137469,0.01890936667060364,0.9579985060776571,0.006295407527269824
hypertension_binary,Hypertension,LBXTC,Total Cholesterol (mg/dL),LBXWBCSI,WBC Count (10^3/uL),Low-High,AND,5433,1905.0,0.3434940855323021,0.37675350701402804,0.3684210526315789,0.5681818181818182,1.1563894897302616,1.1159986759351206,2.4989432943752705,0.14441086017556082,0.13933916123052933,0.10876530879215884,0.26965068592353525,0.6690224862588862,0.044515135729673666
hypertension_binary,Hypertension,LBDLDL,LDL Cholesterol (mg/dL),LBXSKSI,Potassium (mmol/L),High-Low,AND,2573,918.0,0.34722880151586927,0.32589285714285715,0.4423076923076923,0.6666666666666666,0.9117617283200712,1.4921842772760383,3.6691985587691107,-0.09557764597958036,0.5231827782685283,0.39944113562962813,0.006545997875311876,1.0205264405968504,0.019826197875566345
hypertension_binary,Hypertension,LBXTR,Triglycerides (mg/dL),LBXSAPSI,Alkaline Phosphatase (U/L),High-Low,AND,2595,929.0,0.3605313092979127,0.430327868852459,0.24017467248908297,0.6428571428571429,1.3410037256191103,0.5639612756650446,3.0627577550654475,0.29254527521870743,0.032762081207450416,-0.5786632557901823,0.00033112972488389157,1.4469635036654698,0.014991245395053613
hypertension_binary,Hypertension,LBXTR,Triglycerides (mg/dL),LBXSCR,Creatinine Kidney (mg/dL),High-High,OR,2596,929.0,0.31379962192816635,0.42035398230088494,0.6832579185520362,0.5757575757575758,1.5874453189596227,4.697260778380802,2.939596793025609,0.461094614307697,0.0012296848752165444,1.5511996406738726,1.873720871346797e-24,-0.9244975595220806,0.022982156043006692
hypertension_binary,Hypertension,LBXTR,Triglycerides (mg/dL),LBXSUA,Uric Acid (mg/dL),High-High,OR,2594,929.0,0.324108818011257,0.42574257425742573,0.6108374384236454,0.49122807017543857,1.5477921666837349,3.2645602259239554,2.01393433582117,0.43570987737899575,0.003592649877319486,1.1857864853698676,4.431299157890408e-15,-0.9216349103282813,0.006182324503888331
hypertension_binary,Hypertension,LBXTR,Triglycerides (mg/dL),LBXHSCRP,hs-CRP Inflammation (mg/L),High-Low,AND,2591,926.0,0.3681449690033381,0.43824701195219123,0.1694915254237288,0.5714285714285714,1.3399453383192104,0.3536500407618765,2.2061026352288486,0.29190366380979516,0.03063626529375313,-1.049052016721034,4.901211264472301e-09,1.585013613758568,0.04612033989782087
hypertension_binary,Hypertension,LBXSATSI,ALT Liver Enzyme (U/L),LBXSAPSI,Alkaline Phosphatase (U/L),High-Low,AND,5409,1900.0,0.3595378341640236,0.35785288270377735,0.255863539445629,0.5652173913043478,0.993783543672188,0.6140853637930452,2.289988751406075,-0.00732483516526483,0.9405159487633673,-0.49020954225320007,8.940350084345482e-06,1.3372692790531369,0.002637233636817062
hypertension_binary,Hypertension,LBXSATSI,ALT Liver Enzyme (U/L),LBXSKSI,Potassium (mmol/L),Low-High,AND,5407,1899.0,0.3488372093023256,0.2524752475247525,0.43902439024390244,0.5384615384615384,0.6324127941616509,1.4613859447144788,2.1690466499822474,-0.4612998950176043,0.00010237228250048504,0.37903185104000897,8.023255693883453e-05,0.8605730328778478,0.015142497731803959
hypertension_binary,Hypertension,LBXSASSI,AST Liver Enzyme (U/L),LBXSUA,Uric Acid (mg/dL),High-High,OR,5393,1895.0,0.3212538906180525,0.40616966580976865,0.5922330097087378,0.5106382978723404,1.4462990452980988,3.0651997860955977,2.2032745301510435,0.36819271469351833,0.000656353036188962,1.1212196380782882,1.6278101838379232e-26,-0.6988373461646656,0.005852624995792693
hypertension_binary,Hypertension,LBXSCR,Creatinine Kidney (mg/dL),LBXSBU,BUN Kidney (mg/dL),TwoSided-TwoSided,AND,5408,1900.0,0.3228325956782088,0.3788098693759071,0.36678832116788324,0.6,1.2798171588318594,1.2160384388982164,3.1417505114340685,0.24618181859046573,0.0041072054165750055,0.19476473496178584,0.0406030941224234,0.705303161405482,2.368969241570691e-05
hypertension_binary,Hypertension,LBXSBU,BUN Kidney (mg/dL),LBXSUA,Uric Acid (mg/dL),TwoSided-TwoSided,AND,5408,1900.0,0.32833070036861506,0.41770186335403725,0.3469945355191257,0.5555555555555556,1.4679249310872076,1.087829577650599,2.5541667066189793,0.3835301260932039,1.0541638777158043e-05,0.08346830698885613,0.3260422174946853,0.47188989069392484,0.007278096972662026
hypertension_binary,Hypertension,LBXSNASI,Sodium (mmol/L),LBXHGB,Hemoglobin (g/dL),Low-Low,XOR,5408,1900.0,0.3344312692138779,0.425414364640884,0.45964125560538116,0.391304347826087,1.4744754245832083,1.693206024865105,1.2916414765170228,0.38762504687495314,0.00047079862501516763,0.5264235698103951,1.4361114923025644e-07,-0.6676708448017457,0.046606539094716834
hypertension_binary,Hypertension,LBXSNASI,Sodium (mmol/L),LBXHGB,Hemoglobin (g/dL),Low-High,AND,5408,1900.0,0.3473661009477628,0.40482573726541554,0.3282937365010799,0.6,1.2790878670928705,0.9196647794986457,2.7854041580541797,0.2452395126264119,0.02577945539930227,-0.08527533364919085,0.4111718427496047,0.8761379868147109,0.01960906970479347
hypertension_binary,Hypertension,LBXSKSI,Potassium (mmol/L),LBXSCA,Calcium (mg/dL),High-Low,AND,5405,1899.0,0.341535657325131,0.4309278350515464,0.33608247422680415,0.6086956521739131,1.460546523343827,0.9772699426940764,2.9696114921189944,0.3783916692515414,9.680724409629467e-05,-0.02434306173376579,0.8100199153770996,0.7442424277651436,0.024788985708804362
hypertension_binary,Hypertension,LBXSKSI,Potassium (mmol/L),LBXHGB,Hemoglobin (g/dL),Low-Low,OR,5405,1899.0,0.32944732297063906,0.5338078291814946,0.4501108647450111,0.4878048780487805,2.329084774808547,1.666527827297885,1.9403941224415178,0.8461237627593337,7.619002544605126e-12,0.5104630247410342,3.036960858122276e-07,-0.6946911598055702,0.046582286185208995
