outcome_var,outcome_name,marker1_var,marker1_name,marker2_var,marker2_name,anomaly_type,gate,n_samples,n_cases,p00,p10,p01,p11,or10,or01,or11,beta1,p1,beta2,p2,beta3,p3
diabetes_binary,Diabetes,BMXBMI,Body Mass Index (kg/m2),LBXGH,"Glycohemoglobin (HbA1c, %)",High-High,OR,5947,794.0,0.05544189852700491,0.12704918032786885,0.8199152542372882,0.7474747474747475,2.492286999194696,77.08016973064952,49.68818835084678,0.9080766404030114,1.282009970913195e-09,4.351155038166755,1.5510440187789402e-227,-1.3386608086065077,8.345061512016342e-06
diabetes_binary,Diabetes,BMXBMI,Body Mass Index (kg/m2),LBXGLU,Fasting Glucose (mg/dL),High-High,OR,2840,407.0,0.0676949443016281,0.14847161572052403,0.7767857142857143,0.7735849056603774,2.423269623306736,47.449698597620014,45.58977917981072,0.8760095410012825,1.6394456220376126e-05,3.869680868735251,4.252402761284788e-102,-0.8943764178713582,0.03241985394785342
diabetes_binary,Diabetes,BMXWAIST,Waist Circumference (cm),LBXGH,"Glycohemoglobin (HbA1c, %)",High-High,OR,5744,748.0,0.051233396584440226,0.1503267973856209,0.8037383177570093,0.8070175438596491,3.289467249643089,75.35191912809982,75.98380104950947,1.18673099789143,4.922035857903381e-16,4.328596090947948,8.629612747052023e-215,-1.1658097327307901,0.00012682998322853075
diabetes_binary,Diabetes,BMXWAIST,Waist Circumference (cm),LBXGLU,Fasting Glucose (mg/dL),High-High,OR,2751,389.0,0.06035242290748899,0.18446601941747573,0.7714285714285715,0.8,3.545281899109792,51.98781630740393,60.341414141414134,1.2589259729663513,3.138491779609164e-10,3.961699116967718,3.6832300323656353e-100,-1.0890269361709535,0.0070225281403283315
diabetes_binary,Diabetes,BMXWAIST,Waist Circumference (cm),LBDHDD,HDL Cholesterol (mg/dL),TwoSided-TwoSided,AND,6418,740.0,0.10596658711217184,0.11417697431018078,0.12723449001051526,0.24336283185840707,1.0903304961275975,1.2330781800980477,2.7276134943773425,0.08385178607678799,0.4426008072313621,0.2069841653779071,0.058703757389339015,0.7074529978469256,0.0009024280399299877
diabetes_binary,Diabetes,BMXWAIST,Waist Circumference (cm),LBXSATSI,ALT Liver Enzyme (U/L),High-High,OR,5610,737.0,0.11120802442215438,0.28879310344827586,0.1511879049676026,0.23711340206185566,3.249694390566633,1.430658832870582,2.518855707984671,1.1772078141146298,1.522007475350273e-25,0.3531462988043419,0.010480953159170775,-0.6204643215697472,0.03491141865791066
diabetes_binary,Diabetes,BMXWAIST,Waist Circumference (cm),LBXSNASI,Sodium (mmol/L),High-Low,OR,5612,737.0,0.10712761416986769,0.27788649706457924,0.2136986301369863,0.3,3.211500010098358,2.2737322085226044,3.6358909676967275,1.1654532996137625,1.8106976583891813e-26,0.8176494969829996,1.9055622684915015e-09,-0.7099777709309368,0.043376749814635754
diabetes_binary,Diabetes,BMXWAIST,Waist Circumference (cm),LBXHSCRP,hs-CRP Inflammation (mg/L),High-High,OR,6779,735.0,0.08399787347155768,0.2673913043478261,0.16521739130434782,0.28703703703703703,3.9866260781329275,2.1675913733024017,4.407211133504524,1.3813286285210198,8.004170944969406e-33,0.7693179911995678,1.041695840903465e-08,-0.6712376335881608,0.003181134273136227
diabetes_binary,Diabetes,LBXGH,"Glycohemoglobin (HbA1c, %)",LBXGLU,Fasting Glucose (mg/dL),High-High,OR,2885,416.0,0.0603448275862069,0.8367346938775511,0.5396825396825397,0.8461538461538461,75.79497430039979,18.155504360704295,84.3710426340228,4.3795682581983,1.6090149217002439e-28,2.9045024278035156,9.7300296075084e-28,-2.833884860589561,1.995079306344292e-08
diabetes_binary,Diabetes,LBXGH,"Glycohemoglobin (HbA1c, %)",LBXIN,Insulin (uIU/mL),High-High,OR,2820,411.0,0.06506849315068493,0.8415841584158416,0.16055045871559634,0.84375,75.14900378310215,2.771242238799303,74.35144418423107,4.335095350269054,1.566462894208631e-94,1.0108947246665112,6.099782197065383e-07,-0.9945583053468185,0.024939223510169084
diabetes_binary,Diabetes,LBXGH,"Glycohemoglobin (HbA1c, %)",LBXHSCRP,hs-CRP Inflammation (mg/L),High-High,OR,5888,797.0,0.05947955390334572,0.8227571115973742,0.10020876826722339,0.7727272727272727,72.92933621120457,1.7744175631738868,52.93230706494037,4.295940755205195,1.1672362078374096e-216,0.5658936872918813,0.0005526932845551783,-0.8772582443872226,0.004141550651395837
diabetes_binary,Diabetes,LBXGLU,Fasting Glucose (mg/dL),LBXIN,Insulin (uIU/mL),High-High,OR,2823,411.0,0.06692406692406692,0.7942583732057417,0.17535545023696683,0.7222222222222222,53.20711688883993,2.9873119913582395,35.60001558482039,3.985715608936228,1.4292753742481242e-97,1.0867905497029426,4.807580801790906e-08,-1.482066777338487,6.681456693737645e-05
diabetes_binary,Diabetes,LBXGLU,Fasting Glucose (mg/dL),LBXIN,Insulin (uIU/mL),TwoSided-TwoSided,OR,2823,411.0,0.07237189646064449,0.44931506849315067,0.10810810810810811,0.4177215189873418,10.428847281750508,1.563871451794423,9.183862407862406,2.34737436813206,3.1568879713678243e-65,0.4405996480203474,0.015837879866985642,-0.569295002808085,0.0319582951638905
diabetes_binary,Diabetes,LBXGLU,Fasting Glucose (mg/dL),LBXSNASI,Sodium (mmol/L),Low-High,AND,2825,411.0,0.15149006622516556,0.03862660944206009,0.19879518072289157,0.3,0.23675167189783572,1.4039425479405858,2.610914051841746,-1.491459735787735,1.5098489794783238e-05,0.32912017197581217,0.10425222917388194,2.0380034421558046,0.010408918317395082
diabetes_binary,Diabetes,LBXIN,Insulin (uIU/mL),LBDHDD,HDL Cholesterol (mg/dL),High-Low,OR,2820,410.0,0.11969439728353141,0.3125,0.21978021978021978,0.3103448275862069,3.350854884440244,2.087061015370284,3.3543756145526054,1.2068699574870878,1.8238164415551256e-14,0.7283797143640337,0.00012549071418144648,-0.7384300502175349,0.0463618475811806
diabetes_binary,Diabetes,LBXIN,Insulin (uIU/mL),LBXSATSI,ALT Liver Enzyme (U/L),High-High,OR,2818,411.0,0.12022327179046802,0.35514018691588783,0.2028985507246377,0.19117647058823528,4.035772891368559,1.8763160303945805,1.7772799537505422,1.3937972001987786,5.046499973527401e-19,0.6220416894524399,0.0007328301228130095,-1.4679051723525005,0.00014632480976800878
diabetes_binary,Diabetes,LBXIN,Insulin (uIU/mL),LBXSASSI,AST Liver Enzyme (U/L),Low-Low,AND,2810,411.0,0.15136268343815515,0.06367041198501873,0.2013888888888889,0.2857142857142857,0.3912368899821381,1.4303736834857168,2.4001185536455245,-0.9642945017315555,0.00017611637285460394,0.34631677369769837,0.1080547324418509,1.4256400682341765,0.035407206341848727
