Biomarker_A,Biomarker_B,Gate_Type,N_Both,beta_A,beta_B,beta_int,z_int,p_int,dep_rate_both,dep_rate_control,FDR_q
BMXWAIST,LBXSAPSI,High-High,105,0.40957434981657553,0.22392668690285222,0.5335185953447388,1.8448487393883262,0.06505954515764496,0.22857142857142856,0.08418342081806478,0.8829995525349683
LBDLDL,LBXSKSI,TwoSided,158,0.2604629906988651,0.13690800094385336,-0.665281167585681,-1.8298416533015744,0.06727362025173506,0.06329113924050633,0.08602150537634409,0.8829995525349683
BMXWAIST,LBXSAPSI,Low-High,40,-0.2943488277095682,0.2983181126871284,0.8238833622287455,1.807509818256813,0.07068282523396453,0.175,0.08531785081676835,0.8829995525349683
diastolic_bp,LBXSCA,High-High,59,0.15681499426759607,0.0731347068509789,0.6793981588636642,1.8016439841223382,0.07160143642970868,0.1864406779661017,0.08508330868579315,0.8829995525349683
LBXGLU,LBXSAL,High-Low,64,0.4534326491062649,0.22655180760874188,0.6498020480297203,1.7971505975095148,0.07231171495202147,0.265625,0.08453343854803709,0.8829995525349683
LBXSBU,LBXSUA,High-High,216,0.26162156126564545,-0.13784899180534885,-0.6744453821751712,-1.7939386997664042,0.07282295362387224,0.05092592592592592,0.08642098938513919,0.8829995525349683
LBXSAPSI,LBXHSCRP,High-High,80,0.21251542231298484,0.5547789404939723,0.5771376836855131,1.7880517589194005,0.07376765761390296,0.2625,0.08427188302706975,0.8829995525349683
LBXSASSI,LBXSCA,High-Low,40,0.19240660958576586,-0.15187018809227187,0.8503063550688666,1.785802238699219,0.07413128413400409,0.175,0.08531785081676835,0.8829995525349683
diastolic_bp,LBXSAL,High-Low,93,0.1266621512443733,0.24501766245372048,0.5585202014032351,1.7845082544295712,0.07434111472410856,0.1935483870967742,0.08467702047680285,0.8829995525349683
LBXHGB,LBXPLTSI,Low-High,200,0.27560294787232914,0.34771880654418813,-0.5180333012589091,-1.7843476235881455,0.07436719621592015,0.1,0.08538292341531693,0.8829995525349683
